Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
1/28/07,28,0,0.3
1/29/07,30,0,0
1/30/07,29,0,-0.1
1/31/07,19,0,0.1
2/1/07,15,0,-0.1
2/2/07,18,0,0
2/3/07,33,0.1,-0.2
2/4/07,37,0,0.2
2/5/07,42,0,0.1
2/6/07,42,0,-0.4
2/7/07,40,0,-0.1
2/8/07,38,0,0.2
2/9/07,38,0,0.1
2/10/07,37,0,-0.2
2/11/07,33,0.3,0.4
2/12/07,31,0,-0.1
2/13/07,27,0,-0.2
2/14/07,21,0,0.4
2/15/07,26,0.1,-0.1
2/16/07,33,0.1,0.1
2/17/07,35,0,-0.2
2/18/07,36,0,0.5
2/19/07,27,0.1,0
2/20/07,30,0,-0.1
2/21/07,36,0,-0.2
2/22/07,37,0.1,0
2/23/07,21,0.2,-0.1
2/24/07,19,0.2,0.2
2/25/07,26,0.2,-0.2
2/26/07,31,0,0.2
2/27/07,26,0.4,-0.2
2/28/07,16,0,0
3/1/07,16,0,0.2
3/2/07,17,0,0
3/3/07,21,0,0.1
3/4/07,32,0,0.1
3/5/07,38,0,-0.3
3/6/07,40,0,-0.1
3/7/07,40,0,0
3/8/07,40,0,0.3
3/9/07,42,0,-0.1
3/10/07,38,0,-0.3
3/11/07,40,0,0.8
3/12/07,48,0,2.3
3/13/07,51,0,3.5
3/14/07,49,0,0.2
3/15/07,45,0,-0.1
3/16/07,51,0,0.1
3/17/07,53,0,-0.2
3/18/07,51,0,-0.2
3/19/07,49,0,-0.3
3/20/07,42,0.1,-0.3
3/21/07,35,0.2,-0.8
3/22/07,37,0,0.7
3/23/07,35,0.3,-0.4
3/24/07,38,0,0.4
3/25/07,43,0,-0.4
3/26/07,45,0,-0.3
3/27/07,30,0.1,-0.3
3/28/07,22,0.2,-0.6
3/29/07,23,0,0
3/30/07,28,0,0.2
3/31/07,42,0,0.6
4/1/07,47,0,-0.3
4/2/07,47,0,-0.1
4/3/07,49,0,-0.1
4/4/07,50,0,-0.1
4/5/07,49,0,0.2
4/6/07,48,0.1,-0.2
4/7/07,46,0,-0.3
4/8/07,42,0.2,-0.3
4/9/07,42,0,-0.1
4/10/07,33,0,0.5
4/11/07,31,0.1,-0.7
4/12/07,30,0.3,-0.1
4/13/07,33,0,-0.2
4/14/07,41,0,0.4
4/15/07,36,0,0.4
4/16/07,34,0,-0.4
4/17/07,44,0,0
4/18/07,33,0,0.3
4/19/07,32,0,-0.5
4/20/07,33,0,0.1
4/21/07,35,0,-0.1
4/22/07,31,0.4,-0.2
4/23/07,31,0.3,-0.2
4/24/07,37,0,0.4
4/25/07,44,0,1.9
4/26/07,46,0,-0.1
4/27/07,50,0,0.1
4/28/07,55,0,-0.4
4/29/07,55,0,-0.2
4/30/07,56,0,-0.1
5/1/07,51,0,-0.3
5/2/07,51,0,-0.5
5/3/07,40,0.1,0
5/4/07,36,0,-0.1
5/5/07,29,0,-0.6
5/6/07,35,0,-0.3
5/7/07,42,0,-0.2
5/8/07,48,0,0.4
5/9/07,54,0,0
5/10/07,59,0,-0.1
5/11/07,60,0,-0.3
5/12/07,60,0,-0.3
5/13/07,57,0,-0.4
5/14/07,55,0,0
5/15/07,55,0,-0.2
5/16/07,58,0,-0.2
5/17/07,52,0,-0.6
5/18/07,54,0.1,-0.7
5/19/07,59,0,-0.4
5/20/07,58,0.1,0.2
5/21/07,51,0.2,-0.4
5/22/07,41,0,-0.2
5/23/07,37,0,-0.9
5/24/07,45,0,-0.6
5/25/07,53,0,0.3
5/26/07,56,0,-0.4
5/27/07,59,0,-0.2
5/28/07,57,0,0.2
5/29/07,54,0,-0.3
5/30/07,55,0,-0.4
5/31/07,58,0,-0.6
6/1/07,59,0,-0.8
6/2/07,60,0,-0.8
6/3/07,60,0,-0.3
6/4/07,64,0,-0.3
6/5/07,60,0,-0.4
6/6/07,39,0,0.1
6/7/07,40,0,-0.6
6/8/07,50,0,-0.3
6/9/07,58,0,0.2
6/10/07,61,0,0.6
6/11/07,56,0,-0.6
6/12/07,56,0,0.2
6/13/07,61,0,-0.9
6/14/07,65,0,0.2
6/15/07,68,0,0.5
6/16/07,67,0,-0.4
6/17/07,64,0,0
6/18/07,63,0,-0.2
6/19/07,65,0,-0.1
6/20/07,66,0,-0.7
6/21/07,66,0,0.1
6/22/07,69,0,0.1
6/23/07,69,0,0
6/24/07,66,0,-0.3
6/25/07,65,0,-0.2
6/26/07,67,0,-0.1
6/27/07,66,0,-0.2
6/28/07,66,0,-0.4
6/29/07,67,0,0.2
6/30/07,67,0,-0.3
7/1/07,70,0,-0.6
7/2/07,71,0,0.2
7/3/07,71,0,0
7/4/07,72,0,-0.2
7/5/07,69,0,0.5
7/6/07,67,0,-0.6
7/7/07,69,0,-0.5
7/8/07,71,0,0.1
7/9/07,70,0,-0.3
7/10/07,71,0,-0.1
7/11/07,64,0,0.1
7/12/07,64,0,-0.9
7/13/07,67,0,0.3
7/14/07,70,0,0.2
7/15/07,69,0,-0.3
7/16/07,67,0,-0.5
7/17/07,64,0.2,0.8
7/18/07,67,0,0
7/19/07,68,0,-0.5
7/20/07,67,0,-0.2
7/21/07,63,0.3,0.6
7/22/07,63,0.1,-0.8
7/23/07,57,0.3,-0.1
7/24/07,59,0,0.5
7/25/07,58,0.1,-0.6
7/26/07,56,0.5,-0.2
7/27/07,62,0,0.2
7/28/07,62,0,0.9
7/29/07,64,0.1,0.2
7/30/07,62,0,-0.6
7/31/07,61,0,-0.2
8/1/07,59,1,0.5
8/2/07,59,0,-0.6
8/3/07,60,0,0.5
8/4/07,64,0,0.6
8/5/07,63,0.2,1.5
8/6/07,60,0,0.8
8/7/07,59,0,0.2
8/8/07,62,0,0.8
8/9/07,63,0,-0.1
8/10/07,63,0,0.3
8/11/07,65,0,0.1
8/12/07,67,0,0.2
8/13/07,67,0,-0.3
8/14/07,61,0.4,-0.7
8/15/07,62,0,-0.2
8/16/07,60,0.4,-0.2
8/17/07,59,0.1,-0.6
8/18/07,63,0,-0.2
8/19/07,62,0,-0.1
8/20/07,64,0,0.6
8/21/07,66,0,0.5
8/22/07,67,0,-0.6
8/23/07,64,0,0.1
8/24/07,67,0,0.5
8/25/07,66,0.1,-0.3
8/26/07,64,0,-0.8
8/27/07,55,0.6,0.8
8/28/07,58,0,-1.5
8/29/07,64,0,0.5
8/30/07,63,0.3,0.2
8/31/07,63,0,-0.2
9/1/07,64,0,0.2
9/2/07,63,0,0
9/3/07,62,0.3,0.1
9/4/07,63,0,-0.5
9/5/07,59,0.2,0.7
9/6/07,58,0,-0.4
9/7/07,60,0,-0.6
9/8/07,63,0,0.4
9/9/07,58,0,0.4
9/10/07,56,0,-0.5
9/11/07,59,0,-0.4
9/12/07,62,0,0.1
9/13/07,61,0,0.1
9/14/07,60,0,0.5
9/15/07,60,0,-0.3
9/16/07,55,0.2,-0.3
9/17/07,52,0,-0.5
9/18/07,53,0,-0.3
9/19/07,52,0,0
9/20/07,51,0,0
9/21/07,55,0,0.2
9/22/07,48,2,-0.8
9/23/07,41,0.1,-0.6
9/24/07,38,0,2.8
9/25/07,42,0,1.1
9/26/07,48,0,0.9
9/27/07,52,0,0.6
9/28/07,51,0,0.7
9/29/07,40,0,0.8
9/30/07,42,0,-0.5
10/1/07,49,0.2,0
10/2/07,46,0,0.6
10/3/07,51,0,0
10/4/07,51,0.1,-0.5
10/5/07,42,0.3,-0.2
10/6/07,29,0,0
10/7/07,34,0,-0.4
10/8/07,43,0,0.4
10/9/07,49,0,0.1
10/10/07,50,0.1,0.9
10/11/07,50,0,0
10/12/07,46,0,0.3
10/13/07,40,0,-0.6
10/14/07,40,0,0.3
10/15/07,46,0,0.4
10/16/07,40,0,-0.2
10/17/07,36,0,-1
10/18/07,37,0,0.6
10/19/07,49,0,-0.7
10/20/07,41,0,0.7
10/21/07,26,0,-0.3
10/22/07,36,0,-0.3
10/23/07,49,0,-0.1
10/24/07,49,0,0.7
10/25/07,52,0,-0.3
10/26/07,51,0,0.2
10/27/07,49,0,-0.2
10/28/07,50,0,-0.4
10/29/07,49,0,0.2
10/30/07,45,0.1,-0.3
10/31/07,42,0,0
11/1/07,43,0,0.2
11/2/07,40,0,-0.5
11/3/07,43,0,-0.2
11/4/07,47,0,0.2
11/5/07,47,0,-0.6
11/6/07,48,0,0
11/7/07,50,0,-0.1
11/8/07,49,0,0
11/9/07,47,0,0.3
11/10/07,46,0,0
11/11/07,40,0.1,-0.4
11/12/07,38,0,0.2
11/13/07,45,0,0
11/14/07,41,0,-0.1
11/15/07,44,0,-0.2
11/16/07,45,0,-0.2
11/17/07,46,0,0.1
11/18/07,48,0,-0.5
11/19/07,47,0,0.3
11/20/07,40,0,0
11/21/07,23,0,0
11/22/07,26,0,-0.8
11/23/07,21,0,0
11/24/07,29,0,-0.2
11/25/07,37,0,-0.1
11/26/07,34,0,-0.2
11/27/07,33,0,0.2
11/28/07,24,0,-0.3
11/29/07,37,0,0.1
11/30/07,33,1.2,0.1
12/1/07,26,0.8,-0.3
12/2/07,23,0.1,0.2
12/3/07,42,0.1,0.5
12/4/07,49,0,-0.8
12/5/07,43,0,0.5
12/6/07,36,0.1,-0.6
12/7/07,30,1.3,0.6
12/8/07,23,0.2,0
12/9/07,20,0,-0.4
12/10/07,21,0,0.3
12/11/07,18,0,-0.4
12/12/07,22,0,0.5
12/13/07,19,0,0.3
12/14/07,11,0,0.3
12/15/07,21,0,-0.4
12/16/07,27,0,0.7
12/17/07,28,0,0.3
12/18/07,26,0,-0.2
12/19/07,27,0,0.7
12/20/07,26,0.4,0.2
12/21/07,10,0,0.1
12/22/07,19,0,0.5
12/23/07,26,0,0
12/24/07,33,0,0.3
12/25/07,11,0,-0.1
12/26/07,18,0,0.3
12/27/07,6,0,0
12/28/07,14,0,0.1
12/29/07,21,0,0.5
12/30/07,27,0,0.3
12/31/07,13,0,-0.3
1/1/08,21,0.1,0.1
1/2/08,29,0,0.4
1/3/08,33,0,-0.2
1/4/08,31,0.3,0.2
1/5/08,30,2,-0.2
1/6/08,24,1.3,0.2
1/7/08,20,0,-0.4
1/8/08,19,0,0.2
1/9/08,22,0,0.7
1/10/08,27,0,-0.4
1/11/08,28,0,0.1
1/12/08,25,0,0.5
1/13/08,23,0,0.5
1/14/08,28,0,0.3
1/15/08,28,0,-0.4
1/16/08,3,0,0.6
1/17/08,10,0,0.1
1/18/08,15,0,-0.1
1/19/08,26,0,0.1
1/20/08,27,0,0.6
1/21/08,20,0.1,0
1/22/08,22,0,0.3
1/23/08,23,0.1,-0.2
1/24/08,20,0.4,0.1
1/25/08,20,0.2,0
1/26/08,25,0,-0.1
1/27/08,27,1.3,-0.2
1/28/08,18,1.5,0.5
1/29/08,14,0,0.4
1/30/08,11,0,-0.3
1/31/08,18,0,-0.2
2/1/08,22,0,0.7
2/2/08,23,0.1,-0.4
2/3/08,21,1.1,0.4
2/4/08,14,0,0.6
2/5/08,14,0,-0.3
2/6/08,25,0,0.4
2/7/08,33,0,0
2/8/08,29,0,0.2
2/9/08,35,0,-0.3
2/10/08,35,0,0.5
2/11/08,32,0,-0.3
2/12/08,33,0,0.3
2/13/08,33,0.3,0.3
2/14/08,14,0,0
2/15/08,21,0,-0.3
2/16/08,29,0,0.5
2/17/08,26,0,-0.4
2/18/08,33,0,0.2
2/19/08,33,0.1,0.1
2/20/08,28,0.4,0.3
2/21/08,27,0.1,0.2
2/22/08,27,0.3,-0.4
2/23/08,28,0,0.1
2/24/08,29,0.6,0.4
2/25/08,29,0,-0.4
2/26/08,31,0,0.3
2/27/08,42,0,0.2
2/28/08,40,0,-0.2
2/29/08,40,0,0.1
3/1/08,38,0.1,0.2
3/2/08,17,0,-0.1
3/3/08,26,0,0.5
3/4/08,32,0,-0.1
3/5/08,18,0,0.2
3/6/08,23,0,-0.1
3/7/08,33,0,0
3/8/08,31,0.1,0.2
3/9/08,29,0,0.2
3/10/08,35,0,-0.4
3/11/08,40,0,0
3/12/08,39,0,0.2
3/13/08,40,0,0.2
3/14/08,31,0,-0.3
3/15/08,28,0,0.4
3/16/08,20,1,0
3/17/08,23,0.1,0.2
3/18/08,30,0,-0.3
3/19/08,38,0,-0.1
3/20/08,38,0,0.4
3/21/08,38,0,-0.2
3/22/08,33,0,0.4
3/23/08,36,0,-0.2
3/24/08,42,0,0.2
3/25/08,44,0,0.4
3/26/08,43,0,1
3/27/08,39,0.1,1
3/28/08,40,0,0
3/29/08,41,0,0.4
3/30/08,33,0.1,0.1
3/31/08,30,0,-0.2
4/1/08,36,0,-0.2
4/2/08,38,0,0.4
4/3/08,33,0,0
4/4/08,37,0,0.1
4/5/08,39,0,0
4/6/08,41,0,0.3
4/7/08,36,0,0.2
4/8/08,34,0,-0.2
4/9/08,28,0.2,-0.1
4/10/08,25,0,-0.7
4/11/08,29,0,0
4/12/08,38,0,-0.5
4/13/08,44,0.1,1.1
4/14/08,50,0,0.8
4/15/08,43,0,0.1
4/16/08,24,0,0.2
4/17/08,32,0,-0.9
4/18/08,46,0,0.5
4/19/08,45,0,0.4
4/20/08,39,0,0.4
4/21/08,39,0,-0.1
4/22/08,44,0,0.1
4/23/08,44,0,-0.2
4/24/08,37,0,-0.5
4/25/08,39,0,-0.5
4/26/08,38,0,-0.5
4/27/08,41,0,-0.5
4/28/08,51,0,-0.2
4/29/08,51,0,-0.2
4/30/08,40,0,0
5/1/08,26,0,-0.4
5/2/08,35,0,-0.3
5/3/08,43,0,-0.1
5/4/08,46,0,0
5/5/08,49,0,0.1
5/6/08,48,0,-0.5
5/7/08,47,0.3,0
5/8/08,43,0,0.1
5/9/08,46,0,0.5
5/10/08,44,0,-0.4
5/11/08,52,0,0.3
5/12/08,39,0,0.1
5/13/08,36,0,-0.5
5/14/08,45,0,-0.5
5/15/08,45,0,0.3
5/16/08,50,0,-0.3
5/17/08,56,0,0.1
5/18/08,60,0,0
5/19/08,64,0,-0.1
5/20/08,64,0,0.1
5/21/08,39,0.2,-0.5
5/22/08,32,0,-0.5
5/23/08,34,0,-0.5
5/24/08,35,0,-0.4
5/25/08,39,0,0
5/26/08,39,0,0.5
5/27/08,46,0,-0.2
5/28/08,48,0,0.2
5/29/08,47,0,-0.5
5/30/08,51,0,0.4
5/31/08,56,0,-0.2
6/1/08,58,0,0.1
6/2/08,57,0,-0.7
6/3/08,57,0,0.1
6/4/08,43,0.2,-0.5
6/5/08,38,0,-0.8
6/6/08,54,0,-0.6
6/7/08,52,0,1
6/8/08,47,0,-0.8
6/9/08,56,0,0.1
6/10/08,59,0,-0.4
6/11/08,45,0,-0.4
6/12/08,48,0,0
6/13/08,55,0,0.1
6/14/08,63,0,-0.4
6/15/08,65,0,0
6/16/08,65,0,-0.4
6/17/08,66,0,-0.6
6/18/08,66,0,-0.1
6/19/08,63,0,-0.3
6/20/08,65,0,-0.3
6/21/08,67,0,-0.3
6/22/08,68,0,-0.4
6/23/08,66,0,-0.8
6/24/08,65,0,0.1
6/25/08,64,0.1,-1.2
6/26/08,63,0,-0.2
6/27/08,65,0,0
6/28/08,66,0,-0.4
6/29/08,65,0,-0.4
6/30/08,64,0.2,-1.1
7/1/08,65,0,-0.2
7/2/08,69,0,-0.1
7/3/08,69,0,0.6
7/4/08,69,0,-0.7
7/5/08,58,0.1,0.3
7/6/08,58,0.1,-0.7
7/7/08,63,0,-0.3
7/8/08,66,0,0.1
7/9/08,69,0,0.4
7/10/08,69,0,0.3
7/11/08,62,0.3,-0.5
7/12/08,61,0.1,-0.6
7/13/08,60,0.6,0
7/14/08,58,0,-0.7
7/15/08,61,0,0.6
7/16/08,63,0,0
7/17/08,62,0,0.6
7/18/08,65,0.1,0.1
7/19/08,68,0,-0.5
7/20/08,61,0.1,0.9
7/21/08,60,0.1,-0.9
7/22/08,64,0,0.6
7/23/08,67,0.1,0.2
7/24/08,69,0,0.6
7/25/08,65,0,-0.5
7/26/08,59,0.2,0
7/27/08,60,0.2,-0.5
7/28/08,63,0,0
7/29/08,65,0,0
7/30/08,67,0,0.5
7/31/08,68,0,-0.2
8/1/08,70,0,0.4
8/2/08,67,0,0.4
8/3/08,66,0.1,-0.8
8/4/08,61,0,-0.1
8/5/08,61,0.1,-0.2
8/6/08,55,0.8,-0.2
8/7/08,58,0,-0.1
8/8/08,59,0,-0.5
8/9/08,59,0.1,0.6
8/10/08,64,0,-0.8
8/11/08,65,0,0.2
8/12/08,66,0,0.8
8/13/08,65,0,0.2
8/14/08,68,0,-0.7
8/15/08,65,0,0.9
8/16/08,61,0.1,0.1
8/17/08,62,0,-0.4
8/18/08,60,0,0.1
8/19/08,63,0,-0.2
8/20/08,63,0.1,0.2
8/21/08,64,0,-0.2
8/22/08,65,0,0.2
8/23/08,67,0,-0.6
8/24/08,64,0,0.9
8/25/08,61,0,-0.8
8/26/08,62,0,-0.5
8/27/08,66,0,-0.5
8/28/08,65,0,0.7
8/29/08,66,0,-0.3
8/30/08,62,0,0.6
8/31/08,52,0.4,-0.8
9/1/08,52,0,-0.3
9/2/08,50,0,-0.1
9/3/08,57,0,-0.1
9/4/08,61,0,-0.5
9/5/08,61,0.1,0.8
9/6/08,61,0,0.1
9/7/08,62,0,0.5
9/8/08,62,0,-1.2
9/9/08,55,0,0.6
9/10/08,53,0,-0.8
9/11/08,51,0,0.4
9/12/08,53,0,-0.6
9/13/08,56,0,0
9/14/08,58,0,0.3
9/15/08,59,0,0
9/16/08,57,0,0.2
9/17/08,54,0,-0.4
9/18/08,54,0,0.4
9/19/08,57,0,-0.8
9/20/08,55,0,0.3
9/21/08,55,0,0
9/22/08,53,0,0.1
9/23/08,53,0,0
9/24/08,58,0,-0.5
9/25/08,60,0,0.3
9/26/08,57,0,-0.2
9/27/08,57,0,-0.4
9/28/08,54,0.1,0.2
9/29/08,57,0,-0.5
9/30/08,56,0,0
10/1/08,58,0,0.2
10/2/08,56,0,0.4
10/3/08,52,0,-0.4
10/4/08,40,0.4,-0.2
10/5/08,39,0,-0.8
10/6/08,44,0,0.4
10/7/08,49,0,0.2
10/8/08,53,0,-0.5
10/9/08,51,0,0.7
10/10/08,45,0,0.2
10/11/08,28,0.2,-0.5
10/12/08,23,0,-0.7
10/13/08,26,0,0.1
10/14/08,37,0,-0.4
10/15/08,45,0,0.6
10/16/08,49,0,-0.1
10/17/08,51,0,0
10/18/08,51,0,-0.1
10/19/08,50,0,0.4
10/20/08,49,0,0
10/21/08,46,0,-0.1
10/22/08,36,0,-0.3
10/23/08,45,0,0.5
10/24/08,47,0,-0.4
10/25/08,53,0,-0.1
10/26/08,52,0,0.4
10/27/08,52,0,0
10/28/08,54,0,0.4
10/29/08,53,0,-0.3
10/30/08,52,0,0.2
10/31/08,48,0,0.1
11/1/08,49,0,0
11/2/08,42,0.1,-0.5
11/3/08,41,0,0.3
11/4/08,33,0.3,-0.5
11/5/08,21,0.1,-0.3
11/6/08,25,0,-0.2
11/7/08,35,0,0.2
11/8/08,40,0,-0.8
11/9/08,31,0,0.7
11/10/08,30,0,0.2
11/11/08,31,0,-0.4
11/12/08,36,0,0.2
11/13/08,44,0,0.1
11/14/08,34,0,0.4
11/15/08,40,0,-0.4
11/16/08,47,0,-0.2
11/17/08,49,0,0.4
11/18/08,46,0,-0.2
11/19/08,46,0,-0.4
11/20/08,42,0,0.3
11/21/08,42,0,-0.6
11/22/08,41,0,0.4
11/23/08,39,0,-0.3
11/24/08,37,0.1,0.4
11/25/08,38,0,0.1
11/26/08,33,0.5,-0.1
11/27/08,32,0.6,0
11/28/08,29,0,0.1
11/29/08,31,0,0
11/30/08,36,0,-0.3
12/1/08,46,0,0.2
12/2/08,39,0,0.1
12/3/08,32,0,0.1
12/4/08,29,0,-0.5
12/5/08,32,0,
12/6/08,41,0,
12/7/08,38,0.1,0.3
12/8/08,27,0,0.5
12/9/08,20,0,0
12/10/08,39,0,0.4
12/11/08,38,0,-0.1
12/12/08,35,0.1,0.1
12/13/08,24,0.3,0.3
12/14/08,10,0.1,0.4
12/15/08,14,0.7,0.1
12/16/08,18,0.4,0.1
12/17/08,17,0.8,0.1
12/18/08,20,0.5,0.1
12/19/08,18,0.3,0.2
12/20/08,23,0.1,-0.2
12/21/08,28,0,0.5
12/22/08,24,0.8,-0.2
12/23/08,14,0,0.4
12/24/08,17,0.2,0.3
12/25/08,24,2.4,0.3
12/26/08,9,0.1,0.4
12/27/08,15,0.1,0.7
12/28/08,32,0.1,0.1
12/29/08,39,0,0.3
12/30/08,41,0,0.7
12/31/08,37,0,0.3
1/1/09,38,0,0.8
1/2/09,35,0,0.5
1/3/09,17,0,0.4
1/4/09,13,0.1,0.4
1/5/09,21,0,0.5
1/6/09,26,0,0.5
1/7/09,35,0,0.6
1/8/09,40,0,0.3
1/9/09,21,0,-0.1
1/10/09,24,0,0.2
1/11/09,31,0,0.1
1/12/09,29,0,0.3
1/13/09,32,0,-0.1
1/14/09,34,0,0.5
1/15/09,34,0,-0.1
1/16/09,36,0,0
1/17/09,37,0,0
1/18/09,38,0,0.4
1/19/09,40,0,-0.2
1/20/09,37,0,0.2
1/21/09,41,0,0.1
1/22/09,39,0,0.2
1/23/09,37,0,0.4
1/24/09,33,0.3,0.4
1/25/09,28,0.6,1.8
1/26/09,18,0.1,0.3
1/27/09,14,0,0.1
1/28/09,24,0,0.2
1/29/09,26,0,0.2
1/30/09,34,0,0.2
1/31/09,36,0,-0.1
2/1/09,29,0,0
2/2/09,34,0,0
2/3/09,38,0,0
2/4/09,36,0,0.1
2/5/09,35,0,0
2/6/09,30,0.1,-0.1
2/7/09,30,0,0
2/8/09,26,0.4,-0.1
2/9/09,19,0.8,-0.1
2/10/09,17,0,0.2
2/11/09,21,0,-0.1
2/12/09,19,0.4,0.1
2/13/09,18,0,0
2/14/09,19,0,-0.1
2/15/09,22,0.1,0.1
2/16/09,27,0.7,-0.1
2/17/09,22,0,0.3
2/18/09,22,0,0
2/19/09,26,0,-0.2
2/20/09,36,0,0.1
2/21/09,35,0,-0.1
2/22/09,37,0,0.1
2/23/09,35,0.2,-0.1
2/24/09,39,0,0.2
2/25/09,37,0,0.3
2/26/09,36,0,0.1
2/27/09,29,0,0
2/28/09,32,0,0.4
3/1/09,41,0,0
3/2/09,45,0,-0.3
3/3/09,42,0,0.6
3/4/09,36,0,0.8
3/5/09,31,0,0.3
3/6/09,27,0,0
3/7/09,23,0.1,-0.1
3/8/09,30,0,-0.1
3/9/09,28,0.6,0.2
3/10/09,24,0.2,-0.1
3/11/09,34,0,-0.1
3/12/09,33,0,0.3
3/13/09,31,0,0
3/14/09,36,0,-0.2
3/15/09,36,0,0
3/16/09,41,0,-0.1
3/17/09,44,0,0.1
3/18/09,45,0,1.1
3/19/09,47,0,2.4
3/20/09,47,0,0.2
3/21/09,44,0,0.3
3/22/09,31,0.1,-0.1
3/23/09,24,0.1,-0.9
3/24/09,27,0,-0.5
3/25/09,32,0.1,0.4
3/26/09,22,0.1,0.6
3/27/09,24,0,-1.1
3/28/09,36,0,0.3
3/29/09,31,0.2,1.4
3/30/09,20,0,-0.3
3/31/09,32,0,-1.4
4/1/09,27,0.1,-0.3
4/2/09,36,0,0.1
4/3/09,27,0.3,1.7
4/4/09,22,0,-1.3
4/5/09,31,0,-0.4
4/6/09,36,0,-0.4
4/7/09,44,0,-0.1
4/8/09,35,0,2
4/9/09,36,0,-0.3
4/10/09,37,0,-0.2
4/11/09,32,0,-0.6
4/12/09,36,0,0.3
4/13/09,43,0,-0.7
4/14/09,38,0.3,-0.3
4/15/09,24,0.4,0
4/16/09,23,0.2,0.1
4/17/09,29,0,-0.3
4/18/09,39,0,0
4/19/09,45,0,1.7
4/20/09,50,0.1,0.2
4/21/09,52,0,-0.5
4/22/09,54,0,-0.7
4/23/09,52,0,-0.4
4/24/09,47,0,-0.3
4/25/09,35,0.1,-0.6
4/26/09,33,0,-0.3
4/27/09,40,0,-0.3
4/28/09,44,0,0.1
4/29/09,47,0,-0.2
4/30/09,50,0,-0.1
5/1/09,52,0,0
5/2/09,45,0.1,-0.2
5/3/09,48,0,0
5/4/09,48,0,-0.3
5/5/09,53,0,0.4
5/6/09,57,0,-0.1
5/7/09,58,0,0
5/8/09,51,0,-0.3
5/9/09,54,0,-0.1
5/10/09,54,0,-0.1
5/11/09,57,0,0
5/12/09,57,0,-0.6
5/13/09,51,0,-0.3
5/14/09,55,0,-0.4
5/15/09,54,0,-0.2
5/16/09,55,0,-0.3
5/17/09,61,0,-0.4
5/18/09,63,0,0
5/19/09,58,0.1,-0.3
5/20/09,57,0,-0.6
5/21/09,54,0,-0.2
5/22/09,47,0.4,-0.4
5/23/09,45,0.5,-0.1
5/24/09,50,0,-0.9
5/25/09,48,0,0.7
5/26/09,49,0,-0.9
5/27/09,51,0,0.2
5/28/09,53,0,-0.2
5/29/09,51,0,0.5
5/30/09,50,0,-0.5
5/31/09,51,0,-0.3
6/1/09,51,0,0.1
6/2/09,55,0,-0.8
6/3/09,56,0,0.8
6/4/09,58,0,-0.5
6/5/09,50,0,0.1
6/6/09,45,0,-0.9
6/7/09,46,0.1,0.4
6/8/09,51,0,-0.7
6/9/09,46,0,-0.2
6/10/09,49,0,-0.1
6/11/09,50,0,-0.6
6/12/09,52,0,0.1
6/13/09,49,0.2,-0.5
6/14/09,51,0,-0.6
6/15/09,52,0,-0.1
6/16/09,48,0,0.6
6/17/09,47,0.1,-0.4
6/18/09,50,0.1,-0.8
6/19/09,56,0,-0.2
6/20/09,52,0.1,0.8
6/21/09,55,0,-0.9
6/22/09,59,0,0.4
6/23/09,64,0,-0.1
6/24/09,66,0.1,-0.3
6/25/09,60,0.2,0.2
6/26/09,52,0,-0.6
6/27/09,60,0,-0.5
6/28/09,64,0,0.8
6/29/09,67,0,-0.2
6/30/09,67,0,-0.7
7/1/09,65,0.3,0.1
7/2/09,56,0.1,0.2
7/3/09,60,0,-1.1
7/4/09,62,0,-0.2
7/5/09,64,0,0.6
7/6/09,66,0,0.3
7/7/09,63,0,-0.5
7/8/09,63,0.1,-0.2
7/9/09,64,0,0.4
7/10/09,65,0,-0.4
7/11/09,64,0,-0.2
7/12/09,67,0,-0.5
7/13/09,67,0,0.1
7/14/09,66,0,-0.1
7/15/09,69,0,0.1
7/16/09,70,0,0.4
7/17/09,72,0.1,-0.5
7/18/09,70,0,0
7/19/09,65,0.2,-0.6
7/20/09,60,0.1,-0.1
7/21/09,61,0,-0.4
7/22/09,67,0,-0.5
7/23/09,67,0,0.8
7/24/09,64,0,0.2
7/25/09,63,0.1,-0.3
7/26/09,65,0,0.3
7/27/09,66,0.1,-0.1
7/28/09,65,0.1,-0.2
7/29/09,62,0,0
7/30/09,59,0,-0.7
7/31/09,64,0,0.1
8/1/09,66,0,0.5
8/2/09,67,0,-0.4
8/3/09,66,0,0.4
8/4/09,67,0,-0.1
8/5/09,64,0.1,0.4
8/6/09,62,0.1,-0.6
8/7/09,54,0,0.4
8/8/09,55,0,0
8/9/09,58,0,0.3
8/10/09,63,0,-0.2
8/11/09,65,0,0.1
8/12/09,60,0,-0.2
8/13/09,60,0.1,-1
8/14/09,60,0,0.9
8/15/09,59,0,-0.1
8/16/09,60,0,0.5
8/17/09,62,0,-1.2
8/18/09,63,0,0.9
8/19/09,64,0,0
8/20/09,67,0,-0.6
8/21/09,70,0,0
8/22/09,62,0.1,0.4
8/23/09,56,0,-0.5
8/24/09,58,0,-0.6
8/25/09,58,0,0.2
8/26/09,62,0,-0.2
8/27/09,66,0,-0.2
8/28/09,67,0,-0.2
8/29/09,68,0,1
8/30/09,66,0,-0.4
8/31/09,63,0,-0.3
9/1/09,61,0,0
9/2/09,60,0.1,0.1
9/3/09,60,0.1,-0.7
9/4/09,60,0,0.1
9/5/09,57,0,-0.1
9/6/09,58,0,0.1
