Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Soil Moisture Percent -8in (pct) Start of Day Values
12/16/04,,31,0,5.8
12/17/04,,35,0,6
12/18/04,,35,0,5.9
12/19/04,,36,0,6.1
12/20/04,,23,0,6.1
12/21/04,,18,0,6
12/22/04,,19,0,5.9
12/23/04,,13,0,6.2
12/24/04,,29,0,5.9
12/25/04,,31,0,6.1
12/26/04,,33,0,5.9
12/27/04,,33,0,5.9
12/28/04,,32,0.3,6
12/29/04,,30,0.7,5.7
12/30/04,,25,0.5,6
12/31/04,,22,0.2,6
1/1/05,,20,0.3,6
1/2/05,,21,0,5.8
1/3/05,,22,0,5.8
1/4/05,,22,0,5.9
1/5/05,,19,0,6
1/6/05,,13,0.1,5.7
1/7/05,,18,1.1,6
1/8/05,,22,0.6,5.9
1/9/05,,24,0.4,5.9
1/10/05,,24,0,6
1/11/05,,24,0,5.8
1/12/05,,18,0,5.8
1/13/05,,19,0,5.7
1/14/05,,20,0,5.8
1/15/05,,28,0.3,5.9
1/16/05,,33,0.3,5.8
1/17/05,,33,0.1,5.9
1/18/05,,39,0.1,5.8
1/19/05,,42,0,6
1/20/05,,42,0,6
1/21/05,,39,0,5.7
1/22/05,,40,0,5.9
1/23/05,,40,0,6.1
1/24/05,,40,0,6.2
1/25/05,,37,0,5.9
1/26/05,,36,0,6.1
1/27/05,,34,0,5.9
1/28/05,,32,0,5.9
1/29/05,,31,0,5.9
1/30/05,,27,0,6.1
1/31/05,,31,0,6.1
2/1/05,,29,0,6.1
2/2/05,,36,0,5.8
2/3/05,,42,0,6.1
2/4/05,,36,0,6.2
2/5/05,,22,0,6.1
2/6/05,,20,0,6
2/7/05,,22,0,6
2/8/05,,22,0,5.8
2/9/05,,26,0.1,6.2
2/10/05,,30,0.1,6.3
2/11/05,,36,0.2,6.1
2/12/05,,31,0.1,5.8
2/13/05,,29,0.4,6.1
2/14/05,,18,0,6.1
2/15/05,,15,0,6.1
2/16/05,,21,0,6
2/17/05,,28,0.1,5.8
2/18/05,,31,0.1,6.3
2/19/05,,32,0.4,5.8
2/20/05,,31,0.4,5.9
2/21/05,,31,0,5.9
2/22/05,,31,0,5.9
2/23/05,,34,0,6.1
2/24/05,,35,0,6.1
2/25/05,,34,0,5.5
2/26/05,,34,0,6.1
2/27/05,,35,0,5.9
2/28/05,,31,0.2,5.8
3/1/05,,31,0,5.7
3/2/05,,33,0,5.8
3/3/05,,31,0,5.7
3/4/05,,32,0.1,5.5
3/5/05,,36,0,5.8
3/6/05,,39,0.1,6
3/7/05,,43,0,6
3/8/05,,43,0,5.9
3/9/05,,45,0,5.9
3/10/05,,43,0,5.9
3/11/05,,46,0,6.2
3/12/05,,38,0,6.1
3/13/05,,25,0,6.1
3/14/05,,26,0,5.8
3/15/05,,32,0,5.9
3/16/05,,33,0.2,6
3/17/05,,26,0,5.9
3/18/05,,29,0.3,6.2
3/19/05,,33,0.7,5.9
3/20/05,,31,0.6,6
3/21/05,,31,0.5,6.1
3/22/05,,31,0.9,5.8
3/23/05,,33,0.5,6.1
3/24/05,,29,0,6.1
3/25/05,,24,0,6.2
3/26/05,,28,0.3,6
3/27/05,,35,0.9,5.8
3/28/05,,32,0.9,6.2
3/29/05,,27,0.8,6.3
3/30/05,,22,0.1,6.3
3/31/05,,28,0.2,6
4/1/05,,36,0.1,6.2
4/2/05,,39,0,6.1
4/3/05,,35,0.3,6
4/4/05,,30,0.3,6.1
4/5/05,,33,0.1,6.3
4/6/05,,45,0.1,6.5
4/7/05,,43,0.1,6.2
4/8/05,,33,0,6.3
4/9/05,,32,0,6.1
4/10/05,,33,0,6.5
4/11/05,,38,0.1,6.2
4/12/05,,42,0,6.3
4/13/05,,35,0.1,6.4
4/14/05,,26,0,6.3
4/15/05,,35,0.1,6.1
4/16/05,,45,0.1,6.3
4/17/05,,38,0,6.2
4/18/05,,31,0.1,6.5
4/19/05,,35,0.1,6.9
4/20/05,,34,0.8,6.6
4/21/05,,36,0,6.8
4/22/05,,45,0.1,7
4/23/05,,43,0,7
4/24/05,,44,0.1,6.9
4/25/05,,47,0,7.2
4/26/05,,47,0,7.9
4/27/05,,45,0,10.5
4/28/05,,39,0,12
4/29/05,,35,0,12.6
4/30/05,,37,0,12.6
5/1/05,,40,0.1,12.7
5/2/05,,45,0.1,12.9
5/3/05,,44,0,13.9
5/4/05,,42,0.1,14.3
5/5/05,,46,0.4,14.7
5/6/05,,41,0.9,17.1
5/7/05,,41,0,16.5
5/8/05,,43,0.2,16
5/9/05,,37,0.9,17.6
5/10/05,,35,0.2,14.1
5/11/05,,39,0.1,11.9
5/12/05,,43,0,11.3
5/13/05,,48,0.1,15.2
5/14/05,,49,0,16.5
5/15/05,,45,1,16.9
5/16/05,,41,1,22.2
5/17/05,,38,0.2,17.6
5/18/05,,42,1.8,16.4
5/19/05,,45,0.2,24.3
5/20/05,,44,0,18.2
5/21/05,,46,0,17.8
5/22/05,,51,0,18
5/23/05,,46,0,18.6
5/24/05,,44,0,17.9
5/25/05,,48,0,17.5
5/26/05,,53,0,17.6
5/27/05,,55,0,17.7
5/28/05,,58,0,17.2
5/29/05,,51,0.1,14.4
5/30/05,,51,0,12.9
5/31/05,,49,0.6,11.9
6/1/05,,37,0.4,15.8
6/2/05,,41,0,15.1
6/3/05,,46,0,12.4
6/4/05,,49,0.1,11.3
6/5/05,,46,0.2,10.3
6/6/05,,40,0,10.2
6/7/05,,35,0.1,10
6/8/05,,37,0.2,9.7
6/9/05,,44,0,11.1
6/10/05,,47,0.1,11
6/11/05,,44,0.3,10.2
6/12/05,,40,0,10.7
6/13/05,,48,0.1,11.1
6/14/05,,57,0.1,10.6
6/15/05,,57,0,9.9
6/16/05,,58,0,9.6
6/17/05,,44,0.2,9.2
6/18/05,,44,0,9.7
6/19/05,,55,0.1,9.5
6/20/05,,65,0.1,9.2
6/21/05,,66,0,8.9
6/22/05,,63,0,9
6/23/05,,60,0,8.8
6/24/05,,63,0,8.8
6/25/05,,59,0,8.2
6/26/05,,52,0.1,8.1
6/27/05,,48,0.4,8.1
6/28/05,,47,0.1,9.3
6/29/05,,52,0.1,10.7
6/30/05,,58,0.1,9.9
7/1/05,,64,0,9.5
7/2/05,,58,0,9.2
7/3/05,,56,0,9
7/4/05,,60,0,8.8
7/5/05,,64,0,8.6
7/6/05,,67,0,8.1
7/7/05,,67,0,8.4
7/8/05,,68,0.1,8.1
7/9/05,,56,0,8.3
7/10/05,,54,0,8
7/11/05,,62,0.1,8.1
7/12/05,,72,0,8
7/13/05,,72,0,7.6
7/14/05,,69,0,8.1
7/15/05,,74,0,7.7
7/16/05,,67,0,7.7
7/17/05,,61,0,7.8
7/18/05,,67,0,7.7
7/19/05,,70,0,7.6
7/20/05,,71,0,7.7
7/21/05,,73,0,7.5
7/22/05,,69,0,7.6
7/23/05,,66,0,7.7
7/24/05,,67,0,7.4
7/25/05,,61,0,7.5
7/26/05,,60,0,7.4
7/27/05,,65,0,7.2
7/28/05,,69,0,7.5
7/29/05,,65,0,7.3
7/30/05,,63,0.2,7.1
7/31/05,,66,0,7.2
8/1/05,,65,0,7.2
8/2/05,,63,0,7.2
8/3/05,,62,0,7.2
8/4/05,,67,0,7.4
8/5/05,,71,0.1,7.4
8/6/05,,72,0,7.1
8/7/05,,70,0,7.3
8/8/05,,66,0,7.4
8/9/05,,68,0,7
8/10/05,,66,0,7.1
8/11/05,,63,0,7.2
8/12/05,,61,0,7.2
8/13/05,,57,0,6.8
8/14/05,,59,0,7.2
8/15/05,,63,0,7.2
8/16/05,,61,0,7.1
8/17/05,,59,0,6.9
8/18/05,,57,0,7
8/19/05,,60,0,6.9
8/20/05,,67,0.1,6.8
8/21/05,,69,0,7
8/22/05,,65,0,6.9
8/23/05,,61,0,6.9
8/24/05,,53,0,6.7
8/25/05,,56,0,6.6
8/26/05,,63,0,6.6
8/27/05,,65,0,6.7
8/28/05,,66,0,6.6
8/29/05,,62,0,6.8
8/30/05,,48,0,6.9
8/31/05,,55,0,6.5
9/1/05,,59,0,6.7
9/2/05,,65,0,6.7
9/3/05,,64,0,6.6
9/4/05,,60,0,6.7
9/5/05,,57,0,6.5
9/6/05,,60,0,6.7
9/7/05,,64,0,6.5
9/8/05,,65,0,6.7
9/9/05,,54,0,6.7
9/10/05,,38,0,6.2
9/11/05,,41,0.1,6.2
9/12/05,,43,0,6.1
9/13/05,,46,0,6.1
9/14/05,,49,0.1,6.2
9/15/05,,54,0,6.3
9/16/05,,51,0,6.3
9/17/05,,41,0,6.5
9/18/05,,44,0,5.8
9/19/05,,52,0.1,6.1
9/20/05,,58,0.1,6.5
9/21/05,,53,0,6.4
9/22/05,,54,0,6.5
9/23/05,,50,0,6.1
9/24/05,,38,0,6.4
9/25/05,,42,0.1,6.2
9/26/05,,50,0,6.1
9/27/05,,51,0,6.2
9/28/05,,51,0,6.3
9/29/05,,55,0.2,6.4
9/30/05,,58,0,6.2
10/1/05,,49,0,6.3
10/2/05,,37,0,6
10/3/05,,35,0.2,6.3
10/4/05,,33,0,6.3
10/5/05,,36,0.1,6.3
10/6/05,,42,0.1,6.1
10/7/05,,46,0,6.4
10/8/05,,38,0.3,6.4
10/9/05,,39,0,7
10/10/05,,41,0.1,7.8
10/11/05,,41,0.1,8.4
10/12/05,,42,0,9.8
10/13/05,,48,0.1,9.6
10/14/05,,54,0,9.3
10/15/05,,49,0,9
10/16/05,,45,0,8.2
10/17/05,,50,0,8
10/18/05,,51,0,7.8
10/19/05,,47,0,7.8
10/20/05,,42,0,7.6
10/21/05,,45,0,7.5
10/22/05,,50,0,7.4
10/23/05,,52,0,7.5
10/24/05,,54,0.1,7.4
10/25/05,,52,0,7.2
10/26/05,,44,0,7.5
10/27/05,,37,1,7.1
10/28/05,,35,0,11.3
10/29/05,,34,0,11
10/30/05,,31,0,9.9
10/31/05,,38,0.4,9.4
11/1/05,,44,0,9.3
11/2/05,,37,0,11.5
11/3/05,,29,1,10.9
11/4/05,,29,0.5,10.5
11/5/05,,26,0.7,10.6
11/6/05,,34,1.3,10.5
11/7/05,,36,0.5,10.6
11/8/05,,29,0,10.6
11/9/05,,35,0.1,10.6
11/10/05,,43,0,10.6
11/11/05,,38,0,10.6
11/12/05,,26,0,10.5
11/13/05,,29,0.9,10.6
11/14/05,,24,0.3,10.5
11/15/05,,22,0,10.6
11/16/05,,35,0,10.4
11/17/05,,33,0,10.2
11/18/05,,40,0.1,9.9
11/19/05,,38,0,10
11/20/05,,42,0,10.1
11/21/05,,42,0,9.9
11/22/05,,40,0,9.9
11/23/05,,40,0,9.9
11/24/05,,39,0,9.8
11/25/05,,35,0.8,9.8
11/26/05,,21,0.1,9.6
11/27/05,,15,0,9.6
11/28/05,,15,0.1,9.8
11/29/05,,22,0.5,9.6
11/30/05,,18,0,9.4
12/1/05,,26,2.2,9.4
12/2/05,,22,0.3,9.4
12/3/05,,18,0.2,9.5
12/4/05,,13,0,9.3
12/5/05,,17,0,9.3
12/6/05,,15,0,9.5
12/7/05,,6,0,9.5
12/8/05,,18,0,9.2
12/9/05,,28,0,9.1
12/10/05,,33,0,9.3
12/11/05,,37,0,9.3
12/12/05,,33,0,9.3
12/13/05,,19,0,9
12/14/05,,18,0,9.1
12/15/05,,27,0,8.8
12/16/05,,19,0,8.8
12/17/05,,12,0,8.9
12/18/05,,17,0.3,8.8
12/19/05,,31,0.3,8.7
12/20/05,,38,0.1,8.6
12/21/05,,37,1.7,8.6
12/22/05,,36,1,8.3
12/23/05,,31,0.1,8.6
12/24/05,,38,0.1,8.8
12/25/05,,37,0.3,8.9
12/26/05,,33,0.9,9
12/27/05,,28,0.6,9.1
12/28/05,,34,2.2,8.7
12/29/05,,25,0,9
12/30/05,,28,2.2,9
12/31/05,,33,1.5,8.9
1/1/06,,27,0.7,8.9
1/2/06,,30,0.5,9
1/3/06,,27,0.2,9.1
1/4/06,,25,0,9
1/5/06,,33,0.1,9
1/6/06,,39,0,9.1
1/7/06,,33,0.3,8.8
1/8/06,,20,0,8.8
1/9/06,,22,0.1,8.9
1/10/06,,28,1.7,9.3
1/11/06,,29,0.8,9.1
1/12/06,,23,0,9
1/13/06,,32,0.3,9.1
1/14/06,,33,0.5,8.9
1/15/06,,18,0,8.9
1/16/06,,17,0.1,9.1
1/17/06,,28,1.9,9
1/18/06,,27,0.3,9
1/19/06,,21,0.1,8.9
1/20/06,,21,0.3,8.9
1/21/06,,21,0,8.9
1/22/06,,18,0,9.1
1/23/06,,30,0,9
1/24/06,,35,0,8.7
1/25/06,,34,0,9
1/26/06,,26,0.2,9
1/27/06,,23,0.2,9
1/28/06,,23,0.6,8.8
1/29/06,,24,0.3,8.9
1/30/06,,31,1.4,8.9
1/31/06,,25,0.2,8.8
2/1/06,,28,0.6,8.9
2/2/06,,28,0.1,8.9
2/3/06,,31,0.2,8.8
2/4/06,,27,0.4,8.7
2/5/06,,20,0,8.8
2/6/06,,28,0,8.6
2/7/06,,36,0,8.6
2/8/06,,38,0,9
2/9/06,,32,0,8.8
2/10/06,,20,0,8.8
2/11/06,,31,0,8.7
2/12/06,,31,0,8.7
2/13/06,,32,0,8.7
2/14/06,,20,0,8.6
2/15/06,,13,0,8.6
2/16/06,,6,0,8.6
2/17/06,,7,0,8.6
2/18/06,,11,0,8.5
2/19/06,,11,0,8.5
2/20/06,,14,0,8.5
2/21/06,,18,0.2,8.5
2/22/06,,25,0.1,8.6
2/23/06,,30,0.2,8.6
2/24/06,,29,0,8.6
2/25/06,,32,0,8.5
2/26/06,,37,0,8.6
2/27/06,,35,1.1,8.4
2/28/06,,33,0.8,8.5
3/1/06,,29,0.1,8.4
3/2/06,,32,0,8.6
3/3/06,,32,0.3,8.5
3/4/06,,24,0,8.3
3/5/06,,30,0.1,8.5
3/6/06,,33,0.7,8.3
3/7/06,,27,0,8.2
3/8/06,,24,0.4,8.1
3/9/06,,17,0.4,8.4
3/10/06,,16,0,8.2
3/11/06,,18,0,8.5
3/12/06,,19,0,8.4
3/13/06,,21,0.2,8.2
3/14/06,,24,0.9,8.4
3/15/06,,25,0.1,8.3
3/16/06,,28,0,8.5
3/17/06,,29,0.1,8.3
3/18/06,,29,0,8.4
3/19/06,,30,0,8.2
3/20/06,,28,0.3,8.3
3/21/06,,29,0.5,8
3/22/06,,31,0.1,8.4
3/23/06,,36,0,8.2
3/24/06,,39,0,8.1
3/25/06,,34,0.4,8.4
3/26/06,,25,0.2,8.1
3/27/06,,33,0.2,8.2
3/28/06,,37,0.2,8.2
3/29/06,,33,0.3,8.2
3/30/06,,35,0.3,8
3/31/06,,33,0.4,8.3
4/1/06,,29,0.5,8.1
4/2/06,,31,0.1,8.3
4/3/06,,41,0.4,8
4/4/06,,38,1.2,8.4
4/5/06,,37,0.5,8.5
4/6/06,,33,0.3,8.8
4/7/06,,38,0.2,8.9
4/8/06,,36,0.2,9
4/9/06,,33,0.3,9.1
4/10/06,,35,0,9
4/11/06,,35,0,9.3
4/12/06,,40,0,9.3
4/13/06,,41,0.1,9.2
4/14/06,,39,0.5,9.2
4/15/06,,37,0.6,9.4
4/16/06,,33,0.8,10.3
4/17/06,,26,0,10.5
4/18/06,,29,0,10.4
4/19/06,,35,0,10.3
4/20/06,,43,0.2,10.3
4/21/06,,49,0,10.2
4/22/06,,49,0,10.3
4/23/06,,44,0.7,10.8
4/24/06,,36,0.4,11.1
4/25/06,,40,0,11.2
4/26/06,,44,0,11.2
4/27/06,,46,0,11.3
4/28/06,,48,0,11.4
4/29/06,,51,0,11.5
4/30/06,,43,0,11.9
5/1/06,,43,0,11.9
5/2/06,,36,0,12
5/3/06,,42,0.1,12
5/4/06,,41,0,12
5/5/06,,46,0,12
5/6/06,,47,0,12.3
5/7/06,,40,0.2,12.5
5/8/06,,38,0,12.5
5/9/06,,36,0,12.3
5/10/06,,44,0,12.5
5/11/06,,50,0,12.9
5/12/06,,49,0,13.4
5/13/06,,54,0,13.9
5/14/06,,58,0,14.6
5/15/06,,60,0,15.1
5/16/06,,62,0,15.6
5/17/06,,60,0,16.1
5/18/06,,56,0.3,16.1
5/19/06,,56,0.2,16.4
5/20/06,,52,0.2,17.3
5/21/06,,53,0.1,18
5/22/06,,49,0,17.7
5/23/06,,47,0,18
5/24/06,,52,0.1,17.6
5/25/06,,51,0,17.7
5/26/06,,41,0,17.5
5/27/06,,36,0.4,16
5/28/06,,36,0.5,14.5
5/29/06,,38,0,13
5/30/06,,45,0,12.4
5/31/06,,51,0.1,15
6/1/06,,59,0.1,17.1
6/2/06,,55,0,18.4
6/3/06,,52,0,20.5
6/4/06,,55,0,18.3
6/5/06,,56,0,17.8
6/6/06,,64,0,17.4
6/7/06,,61,0,14.9
6/8/06,,53,0.1,12
6/9/06,,48,0.4,11.7
6/10/06,,49,0.1,12.9
6/11/06,,56,0.2,11.9
6/12/06,,64,0,11.1
6/13/06,,57,0.1,10.2
6/14/06,,42,0.4,10.2
6/15/06,,46,0,11.5
6/16/06,,51,0,10.6
6/17/06,,54,0,10
6/18/06,,58,0,10.1
6/19/06,,57,0,9.5
6/20/06,,54,0,9.4
6/21/06,,54,0,9.2
6/22/06,,57,0,8.9
6/23/06,,62,0,8.9
6/24/06,,64,0,9
6/25/06,,67,0,8.9
6/26/06,,68,0,8.7
6/27/06,,68,0.1,8.7
6/28/06,,69,0,8.4
6/29/06,,61,0,8.4
6/30/06,,62,0,8.3
7/1/06,,65,0,8.2
7/2/06,,64,0.3,8.2
7/3/06,,65,0,8
7/4/06,,67,0,8.3
7/5/06,,59,0,8.1
7/6/06,,62,0,8
7/7/06,,63,0,8.1
7/8/06,,66,0.1,7.8
7/9/06,,67,0,8
7/10/06,,67,0,7.9
7/11/06,,68,0,8
7/12/06,,60,0.1,7.7
7/13/06,,63,0,7.7
7/14/06,,69,0,7.7
7/15/06,,73,0,7.6
7/16/06,,72,0,7.7
7/17/06,,72,0,8
7/18/06,,69,0,7.5
7/19/06,,71,0,7.4
7/20/06,,74,0,7.4
7/21/06,,76,0,7.6
7/22/06,,77,0,7.7
7/23/06,,76,0,7.3
7/24/06,,72,0,7.4
7/25/06,,71,0,7.5
7/26/06,,70,0,7.3
7/27/06,,73,0,7.2
7/28/06,,74,0,7.1
7/29/06,,71,0,7
7/30/06,,62,0,6.9
7/31/06,,60,0,7.2
8/1/06,,57,0,6.9
8/2/06,,60,0,7.3
8/3/06,,65,0,7
8/4/06,,67,0,6.7
8/5/06,,67,0,6.9
8/6/06,,69,0,6.9
8/7/06,,71,0,6.5
8/8/06,,67,0,6.7
8/9/06,,60,0,6.7
8/10/06,,65,0,6.8
8/11/06,,60,0,6.6
8/12/06,,57,0,6.4
8/13/06,,59,0,6.2
8/14/06,,66,0,6.7
8/15/06,,65,0,6.6
8/16/06,,60,0,6.8
8/17/06,,55,0,6.5
8/18/06,,58,0,6.5
8/19/06,,62,0,6.7
8/20/06,,64,0,6.5
8/21/06,,69,0,6.6
8/22/06,,67,0,6.5
8/23/06,,63,0,6.3
8/24/06,,56,0,6.6
8/25/06,,54,0,6.1
8/26/06,,55,0,6.1
8/27/06,,61,0,6.2
8/28/06,,65,0,6.3
8/29/06,,65,0,6.1
8/30/06,,51,0,6.4
8/31/06,,49,0,6
9/1/06,,56,0.3,5.9
9/2/06,,63,0.1,6
9/3/06,,67,0.1,6
9/4/06,,66,0,6.1
9/5/06,,65,0,6.2
9/6/06,,62,0,5.8
9/7/06,,58,0,6.2
9/8/06,,55,0,6
9/9/06,,55,0,6.1
9/10/06,,57,0,5.8
9/11/06,,61,0,6.1
9/12/06,,64,0,6
9/13/06,,62,0,6.2
9/14/06,,45,0,6
9/15/06,,40,0,6.2
9/16/06,,34,0,5.8
9/17/06,,39,0,6
9/18/06,,49,0,5.8
9/19/06,,45,0,6
9/20/06,,41,0.1,5.9
9/21/06,,37,0.1,5.9
9/22/06,,38,0.1,6.2
9/23/06,,42,0.1,6.1
9/24/06,,46,0.1,6.4
9/25/06,,51,0,6.1
9/26/06,,53,0,6.6
9/27/06,,55,0.1,6.3
9/28/06,,56,0,6.5
9/29/06,,56,0,6.3
9/30/06,,57,0,6.1
10/1/06,,54,0,6.1
10/2/06,,49,0,6.4
10/3/06,,48,0,6.3
10/4/06,,49,0.2,6.3
10/5/06,,53,0,6.2
10/6/06,,48,0.3,6.2
10/7/06,,43,0,6.2
10/8/06,,42,0.1,7
10/9/06,,37,0,7.2
10/10/06,,40,0.2,6.9
10/11/06,,46,0,7
10/12/06,,48,0,6.7
10/13/06,,50,0,7
10/14/06,,49,0,6.9
10/15/06,,44,0.1,7
10/16/06,,33,0,6.7
10/17/06,,33,0,7
10/18/06,,34,0.3,7.4
10/19/06,,39,0,7.2
10/20/06,,36,0,7.9
10/21/06,,35,0,9.1
10/22/06,,39,0.2,8.5
10/23/06,,45,0,8
10/24/06,,43,0,7.8
10/25/06,,30,0,7.6
10/26/06,,35,0,7.5
10/27/06,,43,0,7.7
10/28/06,,47,0,7.5
10/29/06,,42,0,7.3
10/30/06,,24,0,7.2
10/31/06,,24,0,6.9
11/1/06,,31,0,5.3
11/2/06,,35,0.6,0.5
11/3/06,,38,0.4,0.7
11/4/06,,37,0,1.9
11/5/06,,38,0.7,3.4
11/6/06,,45,0.3,5
11/7/06,,48,0.1,6.4
11/8/06,,35,0,6.9
11/9/06,,27,0,7.5
11/10/06,,27,0.2,7.6
11/11/06,,28,0.4,7.6
11/12/06,,24,0.2,7.4
11/13/06,,30,1.3,7.2
11/14/06,,25,0.2,7.3
11/15/06,,31,0.2,7.3
11/16/06,,34,0.6,7.1
11/17/06,,34,0,7.1
11/18/06,,35,0,7.3
11/19/06,,39,0.1,7.4
11/20/06,,40,0.1,7.6
11/21/06,,37,0.6,7.4
11/22/06,,34,0,7.3
11/23/06,,23,0,7.4
11/24/06,,24,0.1,7.6
11/25/06,,25,0.1,7.5
11/26/06,,26,0.7,7.6
11/27/06,,20,0.6,7.4
11/28/06,,10,0,7.6
11/29/06,,8,0,7.5
11/30/06,,22,0.1,7.5
12/1/06,,17,0,7.5
12/2/06,,13,0.1,7.3
12/3/06,,24,0,7.3
12/4/06,,31,0.1,7.3
12/5/06,,32,0.1,7
12/6/06,,36,0,7.1
12/7/06,,38,0,7.2
12/8/06,,39,0,7
12/9/06,,33,0,7.1
12/10/06,,31,0,7.1
12/11/06,,28,0.3,7.1
12/12/06,,32,0.8,7
12/13/06,,33,1.2,7
12/14/06,,35,1.5,7.2
12/15/06,,25,0,7
12/16/06,,12,0,7
12/17/06,,17,0,7.3
12/18/06,,19,0.1,7.1
12/19/06,,26,0,7.2
12/20/06,,30,0.1,7.1
12/21/06,,28,0.2,7.2
12/22/06,,23,0,7.2
12/23/06,,23,0.8,7.2
12/24/06,,24,0,7.2
12/25/06,,31,0.5,7.3
12/26/06,,32,1.2,7.2
12/27/06,,30,0.8,7.2
12/28/06,,20,0,7.2
12/29/06,,24,0,7.2
12/30/06,,29,0,7.1
12/31/06,,27,0,7.3
1/1/07,,28,0,7.1
1/2/07,,34,0,7.2
1/3/07,,32,1.3,7.2
1/4/07,,22,0.3,7.1
1/5/07,,13,0,7.2
1/6/07,,18,0.4,7.1
1/7/07,,23,0.1,7.3
1/8/07,,29,0,7.4
1/9/07,,33,0,7.3
1/10/07,,24,0,7.3
1/11/07,,7,0,7.1
1/12/07,,3,0,7.2
1/13/07,,9,0,7
1/14/07,,8,0,7.1
1/15/07,,20,0,7.2
1/16/07,,24,0,7.2
1/17/07,,15,0,7.1
1/18/07,,19,0.1,7.2
1/19/07,,26,0.1,7.2
1/20/07,,21,0,7.2
1/21/07,,18,0,7.1
1/22/07,,26,0.1,7.1
1/23/07,,32,0,7.1
1/24/07,,37,0,7.2
1/25/07,,37,0,7.1
1/26/07,,35,0,7.2
1/27/07,,26,0,7.2
1/28/07,,28,0,7.1
1/29/07,,32,0,7
1/30/07,,26,0,7
1/31/07,,20,0,7.2
2/1/07,,16,0,7
2/2/07,,20,0,7
2/3/07,,33,0,7
2/4/07,,35,0.1,7
2/5/07,,44,0,7
2/6/07,,42,0,7.1
2/7/07,,40,0,6.8
2/8/07,,33,0.1,7
2/9/07,,33,0.3,6.8
2/10/07,,34,0.5,7.1
2/11/07,,33,0.4,6.9
2/12/07,,28,0,7
2/13/07,,25,0,6.7
2/14/07,,25,0,6.9
2/15/07,,32,0.6,6.9
2/16/07,,32,0,7
2/17/07,,35,0,6.9
2/18/07,,30,0,7
2/19/07,,23,0,7
2/20/07,,30,0.5,6.9
2/21/07,,27,0.3,7
2/22/07,,32,0.6,7.1
2/23/07,,21,0,7
2/24/07,,19,0.3,6.9
2/25/07,,24,0.8,7
2/26/07,,21,0.1,7
2/27/07,,20,0.6,7
2/28/07,,18,0.3,7.1
3/1/07,,16,0.5,7
3/2/07,,16,0,7.2
3/3/07,,28,0,7
3/4/07,,30,0,7
3/5/07,,37,0,7.1
3/6/07,,40,0,7
3/7/07,,40,0.4,7
3/8/07,,33,0,7
3/9/07,,35,0.2,7
3/10/07,,35,0,7.3
3/11/07,,44,0,7.3
3/12/07,,47,0,7.1
3/13/07,,44,0,7.1
3/14/07,,37,0,7.2
3/15/07,,36,0,7.1
3/16/07,,46,0,7.1
3/17/07,,49,0,7.2
3/18/07,,44,0,7.3
3/19/07,,45,0,7.3
3/20/07,,33,0,7.6
3/21/07,,31,0,7.6
3/22/07,,39,0.1,7.5
3/23/07,,41,0,7.5
3/24/07,,45,0,7.6
3/25/07,,42,0,7.5
3/26/07,,40,0.2,7.8
3/27/07,,30,0.2,7.8
3/28/07,,33,0,7.8
3/29/07,,35,0,7.8
3/30/07,,39,0,7.9
3/31/07,,40,0.1,7.9
4/1/07,,34,0.1,8
4/2/07,,28,0,8
4/3/07,,36,0.3,8
4/4/07,,42,0,7.8
4/5/07,,46,0,8.1
4/6/07,,49,0,8.1
4/7/07,,47,0.1,8
4/8/07,,39,0,8.5
4/9/07,,33,0,8.7
4/10/07,,25,0.3,8.6
4/11/07,,29,0,8.7
4/12/07,,33,0.1,8.6
4/13/07,,38,0.1,8.7
4/14/07,,42,0.2,8.4
4/15/07,,37,0,8.3
4/16/07,,42,0,8.3
4/17/07,,41,0.1,8.7
4/18/07,,30,0.1,8.9
4/19/07,,28,0,8.8
4/20/07,,33,0.1,8.6
4/21/07,,37,0.3,8.8
4/22/07,,36,0.4,8.5
4/23/07,,42,0,8.6
4/24/07,,45,0,8.6
4/25/07,,46,0.1,8.8
4/26/07,,43,0,9.2
4/27/07,,49,0.1,9.3
4/28/07,,55,0.1,9.7
4/29/07,,54,0,10.6
4/30/07,,51,0,10.8
5/1/07,,54,0,11.1
5/2/07,,42,0,12.9
5/3/07,,32,0,13.1
5/4/07,,32,0,11.9
5/5/07,,35,0,11.2
5/6/07,,42,0.2,11.1
5/7/07,,50,0.2,13
5/8/07,,54,0,15.9
5/9/07,,55,0,16.8
5/10/07,,54,0,17.1
5/11/07,,57,0,17.4
5/12/07,,57,0,17.3
5/13/07,,50,0,17.4
5/14/07,,49,0,17
5/15/07,,54,0,16.9
5/16/07,,58,0,16.9
5/17/07,,60,0,16.8
5/18/07,,59,0,16.8
5/19/07,,56,0,14.6
5/20/07,,47,0,11.8
5/21/07,,32,0.1,10.8
5/22/07,,36,0.2,11.1
5/23/07,,42,0.1,12.4
5/24/07,,46,0.1,11.4
5/25/07,,50,0,10.5
5/26/07,,54,0.1,9.8
5/27/07,,56,0,9.8
5/28/07,,43,0,9.3
5/29/07,,47,0,9.1
5/30/07,,54,0,9
5/31/07,,58,0.1,8.9
6/1/07,,62,0.1,8.6
6/2/07,,62,0.1,8.4
6/3/07,,63,0,8.3
6/4/07,,63,0,8
6/5/07,,48,0,8.3
6/6/07,,35,0,7.8
