Date,Air Temperature Observed (degF) Start of Day Values,Precipitation Increment (in),Change In Precipitation Increment (in),Wind Speed Maximum (mph),Soil Moisture Percent -8in (pct) Start of Day Values
11/28/04,15,0,-1.5,,10.7
11/29/04,12,0.4,0.4,,10.5
11/30/04,29,0,-0.4,,10.5
12/1/04,22,0,0,,10.4
12/2/04,17,0,0,,10.6
12/3/04,18,0,0,,10.6
12/4/04,34,0,0,,10.2
12/5/04,25,0,0,,10.2
12/6/04,21,0.7,0.7,,10.3
12/7/04,26,2.1,1.4,,10.1
12/8/04,27,3.8,1.7,,10.2
12/9/04,35,0.4,-3.4,,10
12/10/04,47,0,-0.4,,11.9
12/11/04,46,0,0,,16.2
12/12/04,49,0,0,,20
12/13/04,39,0,0,,19.7
12/14/04,42,0,0,,18.2
12/15/04,37,0,0,,16.8
12/16/04,33,0,0,,16.3
12/17/04,39,0,0,,14.8
12/18/04,41,0,0,,14.7
12/19/04,46,0,0,,15.7
12/20/04,44,0,0,,16.4
12/21/04,25,0,0,,14.8
12/22/04,24,0,0,,13.7
12/23/04,21,0,0,,12.1
12/24/04,28,0,0,,11.2
12/25/04,40,0,0,,11.4
12/26/04,31,0,0,,11.5
12/27/04,29,0.2,0.2,,10.8
12/28/04,28,0.5,0.3,,10.2
12/29/04,25,0.1,-0.4,,9.9
12/30/04,24,3.2,3.1,,9.4
12/31/04,25,1.2,-2,,9
1/1/05,21,2.2,1,,9
1/2/05,21,0.3,-1.9,,8.8
1/3/05,20,0,-0.3,,8.6
1/4/05,22,0.1,0.1,,8.5
1/5/05,20,0,-0.1,,8.5
1/6/05,20,0.1,0.1,,8.5
1/7/05,21,2.1,2,,8.4
1/8/05,24,2.9,0.8,,8.3
1/9/05,24,0.9,-2,,8.5
1/10/05,29,0.1,-0.8,,8.2
1/11/05,22,0,-0.1,,8
1/12/05,18,2,2,,8
1/13/05,35,0.1,-1.9,,7.8
1/14/05,35,0.6,0.5,,7.9
1/15/05,37,0.1,-0.5,,7.9
1/16/05,40,0,-0.1,,8
1/17/05,37,0.1,0.1,,8.2
1/18/05,44,0.2,0.1,,8.2
1/19/05,48,0,-0.2,,8.8
1/20/05,47,0,0,,12.9
1/21/05,41,0,0,,15.3
1/22/05,44,0,0,,16.2
1/23/05,42,0,0,,17.2
1/24/05,40,0,0,,17.7
1/25/05,39,0.1,0.1,,17.4
1/26/05,34,0.3,0.2,,16.1
1/27/05,27,0,-0.3,,14.7
1/28/05,26,0.5,0.5,,14
1/29/05,20,0.2,-0.3,,13.4
1/30/05,22,0.1,-0.1,,12.9
1/31/05,29,0.1,0,,12.6
2/1/05,28,0,-0.1,,12.8
2/2/05,28,0,0,,12.7
2/3/05,34,0,0,,12.3
2/4/05,36,0,0,,14.9
2/5/05,34,0,0,,15
2/6/05,32,0,0,,16.3
2/7/05,24,0.1,0.1,,14.7
2/8/05,24,0,-0.1,,13.6
2/9/05,28,0.2,0.2,,13.2
2/10/05,30,0.2,0,,12.5
2/11/05,30,0.1,-0.1,,12.7
2/12/05,31,0.1,0,,12.7
2/13/05,30,0.5,0.4,,12.5
2/14/05,32,0.1,-0.4,,12.7
2/15/05,30,0.3,0.2,,12.9
2/16/05,32,0.4,0.1,,12.7
2/17/05,29,0.1,-0.3,,12.4
2/18/05,29,0,-0.1,,12.4
2/19/05,28,0.3,0.3,,12.6
2/20/05,28,1.1,0.8,,12.4
2/21/05,30,0.5,-0.6,,12.3
2/22/05,29,0.2,-0.3,,12.2
2/23/05,28,0.1,-0.1,,12.1
2/24/05,29,0.1,0,,12.3
2/25/05,29,0,-0.1,,12.2
2/26/05,28,0,0,,12
2/27/05,29,0,0,,12.2
2/28/05,26,0.6,0.6,,12.2
3/1/05,33,0,-0.6,,12.2
3/2/05,29,0.7,0.7,,12.2
3/3/05,25,0.3,-0.4,,12.3
3/4/05,31,0,-0.3,,12.2
3/5/05,31,0.1,0.1,,12.1
3/6/05,32,0,-0.1,,12.6
3/7/05,35,0.1,0.1,,13.1
3/8/05,42,0,-0.1,,14.1
3/9/05,46,0,0,,16
3/10/05,42,0.3,0.3,,18
3/11/05,42,0,-0.3,,17.8
3/12/05,47,0,0,,18.3
3/13/05,39,0,0,,18.1
3/14/05,26,0,0,,17.6
3/15/05,29,0,0,,15.7
3/16/05,32,0,0,,16.9
3/17/05,29,0,0,,14.8
3/18/05,29,0,0,,14.3
3/19/05,31,0.9,0.9,,13.4
3/20/05,24,2.5,1.6,,12.7
3/21/05,26,0.3,-2.2,,12.3
3/22/05,32,1,0.7,,12
3/23/05,25,2.5,1.5,,11.7
3/24/05,22,0.6,-1.9,,11.6
3/25/05,21,0,-0.6,,11.2
3/26/05,27,0.4,0.4,,11.3
3/27/05,35,0.7,0.3,,11.4
3/28/05,28,0.4,-0.3,,12.3
3/29/05,24,0.1,-0.3,,12.3
3/30/05,22,0.3,0.2,,12.2
3/31/05,27,0.1,-0.2,,12.1
4/1/05,39,0.2,0.1,,15.7
4/2/05,35,0,-0.2,,16
4/3/05,31,0.8,0.8,,16.1
4/4/05,22,0.3,-0.5,,15.3
4/5/05,28,0.5,0.2,,14.4
4/6/05,44,0,-0.5,,21.1
4/7/05,41,0,0,,22.1
4/8/05,21,0.5,0.5,,17.3
4/9/05,21,0.8,0.3,,15.7
4/10/05,26,0.2,-0.6,,14.8
4/11/05,35,0,-0.2,,18.8
4/12/05,32,0,0,,19
4/13/05,28,0,0,,17.3
4/14/05,17,0,0,,15.8
4/15/05,28,0,0,,15.9
4/16/05,40,0,0,,21.8
4/17/05,38,0,0,,22.9
4/18/05,29,0,0,,21.5
4/19/05,23,0,0,,18
4/20/05,25,0.1,0.1,,17.1
4/21/05,31,0.3,0.2,,15.8
4/22/05,38,0,-0.3,,21.9
4/23/05,33,0.2,0.2,,21
4/24/05,31,0,-0.2,,17.5
4/25/05,28,0.2,0.2,,15.9
4/26/05,37,0.2,0,,21.6
4/27/05,37,0,-0.2,,21.6
4/28/05,31,0.1,0.1,,19.5
4/29/05,32,0.1,0,,16.7
4/30/05,34,0.5,0.4,,21.1
5/1/05,32,0.1,-0.4,,20.6
5/2/05,35,0,-0.1,,20.3
5/3/05,35,0.2,0.2,,21.3
5/4/05,41,0,-0.2,,21.6
5/5/05,35,0.1,0.1,,20.8
5/6/05,32,0.1,0,,19.9
5/7/05,31,0.1,0,,17.7
5/8/05,35,1,0.9,,19.2
5/9/05,33,1.2,0.2,,16.9
5/10/05,24,0.1,-1.1,,16.7
5/11/05,28,0.2,0.1,,18.1
5/12/05,37,0.1,-0.1,,19.6
5/13/05,42,0.2,0.1,,20.8
5/14/05,45,0.1,-0.1,,21.7
5/15/05,48,0.8,0.7,,22.6
5/16/05,43,1.1,0.3,,40.7
5/17/05,30,0.3,-0.8,,27.9
5/18/05,33,3.6,3.3,,39.9
5/19/05,41,1.2,-2.4,,40.7
5/20/05,44,0,-1.2,,40.2
5/21/05,40,0,0,,35.3
5/22/05,47,0,0,,29.5
5/23/05,50,0,0,,30.7
5/24/05,52,0,0,,28.5
5/25/05,48,0,0,,25.6
5/26/05,51,0,0,,24.9
5/27/05,53,0,0,,25.4
5/28/05,53,0,0,,25.6
5/29/05,35,0,0,,23.9
5/30/05,39,0,0,,20.9
5/31/05,49,0.2,0.2,,19.8
6/1/05,45,0,-0.2,,20
6/2/05,40,0,0,,20.9
6/3/05,40,0,0,,19.5
6/4/05,46,0,0,,18.4
6/5/05,43,0,0,,17.8
6/6/05,32,0,0,,17.5
6/7/05,27,0.3,0.3,,17
6/8/05,34,1.4,1.1,,16.8
6/9/05,39,0.3,-1.1,,25.3
6/10/05,38,0.6,0.3,,21.6
6/11/05,42,0,-0.6,,21.1
6/12/05,43,0,0,,19
6/13/05,47,0,0,,17.8
6/14/05,53,0,0,,16.8
6/15/05,51,0,0,,16.6
6/16/05,46,0,0,,16
6/17/05,34,0.4,0.4,,16
6/18/05,31,0.1,-0.3,,17.7
6/19/05,40,0.2,0.1,,18.6
6/20/05,47,0.1,-0.1,,20.1
6/21/05,52,0,-0.1,,16.8
6/22/05,52,0,0,,15.3
6/23/05,52,0,0,,14.8
6/24/05,51,0,0,,14.1
6/25/05,50,0,0,,13.2
6/26/05,48,0,0,,13.1
6/27/05,46,0,0,,12.5
6/28/05,46,0.1,0.1,,12.3
6/29/05,50,0,-0.1,,11.9
6/30/05,53,0,0,,11.6
7/1/05,58,0,0,,10.9
7/2/05,59,0,0,,10.3
7/3/05,56,0,0,,10.1
7/4/05,59,0,0,,9.7
7/5/05,55,0,0,,9.3
7/6/05,55,0,0,,8.8
7/7/05,59,0,0,,8.4
7/8/05,56,0,0,,7.7
7/9/05,52,0,0,,7.3
7/10/05,48,0,0,,6.8
7/11/05,55,0,0,,6.6
7/12/05,62,0,0,,6
7/13/05,64,0,0,,5.4
7/14/05,61,0,0,,4.6
7/15/05,66,0,0,,4.1
7/16/05,62,0,0,,3.9
7/17/05,63,0,0,,2.9
7/18/05,64,0,0,,2.5
7/19/05,63,0,0,,2.2
7/20/05,59,0,0,,1.7
7/21/05,64,0,0,,1.3
7/22/05,61,0.2,0.2,,0.9
7/23/05,57,0,-0.2,,0.9
7/24/05,59,0,0,,0.4
7/25/05,59,0,0,,0.4
7/26/05,58,0,0,,0.3
7/27/05,62,0,0,,0.6
7/28/05,63,0,0,,0
7/29/05,61,0,0,,0.3
7/30/05,56,0,0,,0.1
7/31/05,59,0,0,,0.1
8/1/05,58,0,0,,0.1
8/2/05,53,0,0,,0
8/3/05,55,0.1,0.1,,0
8/4/05,59,0.1,0,,0
8/5/05,63,0,-0.1,,0.1
8/6/05,62,0,0,,0
8/7/05,63,0,0,,0
8/8/05,62,0,0,,0
8/9/05,58,0,0,,0
8/10/05,60,0,0,,0
8/11/05,56,0,0,,0
8/12/05,58,0,0,,0
8/13/05,57,0,0,,0
8/14/05,56,0,0,,0
8/15/05,61,0,0,,0
8/16/05,52,0.1,0.1,,0
8/17/05,53,0,-0.1,,0
8/18/05,53,0,0,,0
8/19/05,52,0,0,,0
8/20/05,55,0,0,,0
8/21/05,57,0,0,,0
8/22/05,60,0,0,,0
8/23/05,56,0,0,,0
8/24/05,57,0,0,,0
8/25/05,56,0,0,,0
8/26/05,56,0,0,,0
8/27/05,57,0,0,,0
8/28/05,59,0,0,,0
8/29/05,57,0,0,,0
8/30/05,46,0,0,,0
8/31/05,49,0,0,,0
9/1/05,55,0,0,,0
9/2/05,56,0,0,,0
9/3/05,54,0,0,,0
9/4/05,50,0,0,,0
9/5/05,49,0,0,,0
9/6/05,52,0,0,,0
9/7/05,53,0,0,,0
9/8/05,53,0,0,,0
9/9/05,47,0,0,,0
9/10/05,40,0,0,,0
9/11/05,36,0,0,,0
9/12/05,36,0,0,,0
9/13/05,41,0,0,,0
9/14/05,46,0,0,,0
9/15/05,47,0,0,,0
9/16/05,48,0,0,,0
9/17/05,39,0,0,,0
9/18/05,40,0,0,,0
9/19/05,48,0,0,,0
9/20/05,51,0,0,,0
9/21/05,46,0,0,,0
9/22/05,51,0,0,,0
9/23/05,49,0,0,,0
9/24/05,37,0,0,,0
9/25/05,36,0,0,,0
9/26/05,46,0.2,0.2,,0
9/27/05,37,0.2,0,,0
9/28/05,47,0.2,0,,0
9/29/05,49,0.1,-0.1,,0
9/30/05,55,0,-0.1,,0
10/1/05,52,0,0,,0
10/2/05,42,0,0,,0
10/3/05,32,0,0,,0
10/4/05,30,0,0,,0
10/5/05,35,0,0,,0
10/6/05,39,0,0,,0
10/7/05,51,0,0,,0
10/8/05,43,0,0,,0
10/9/05,37,0,0,,0
10/10/05,38,0,0,,0
10/11/05,49,0,0,,0
10/12/05,43,0,0,,0
10/13/05,53,0.1,0.1,,0
10/14/05,51,0,-0.1,,0
10/15/05,41,0,0,,0
10/16/05,32,0,0,,0
10/17/05,44,0.3,0.3,,0
10/18/05,48,0,-0.3,,0
10/19/05,39,0,0,,0
10/20/05,42,0,0,,0
10/21/05,42,0,0,,0
10/22/05,48,0,0,,0
10/23/05,48,0,0,,0
10/24/05,50,0,0,,0
10/25/05,42,0.2,0.2,,0
10/26/05,38,0.6,0.4,,0
10/27/05,36,0.3,-0.3,,17.3
10/28/05,31,0.6,0.3,,14.2
10/29/05,35,0.3,-0.3,,19.5
10/30/05,36,0.2,-0.1,,16.9
10/31/05,47,0,-0.2,,12.8
11/1/05,48,0,0,,11.6
11/2/05,44,0.1,0.1,,10.9
11/3/05,27,0.6,0.5,,10.7
11/4/05,32,0.4,-0.2,,9.9
11/5/05,30,0.3,-0.1,,9.2
11/6/05,36,0,-0.3,,9.9
11/7/05,36,0.6,0.6,,17
11/8/05,36,0.5,-0.1,,17.6
11/9/05,35,0,-0.5,,19
11/10/05,39,0,0,,17.3
11/11/05,38,0.1,0.1,,16.7
11/12/05,32,0,-0.1,,15.5
11/13/05,39,0,0,,13.2
11/14/05,38,0,0,,13.6
11/15/05,36,0,0,,12.5
11/16/05,41,0,0,,11.8
11/17/05,42,0,0,,11.1
11/18/05,39,0,0,,10.7
11/19/05,46,0,0,,11
11/20/05,46,0,0,,10.1
11/21/05,45,0,0,,10.6
11/22/05,41,0,0,,10.3
11/23/05,43,0,0,,9
11/24/05,43,0,0,,9.3
11/25/05,40,1.4,1.4,,9.7
11/26/05,24,0,-1.4,,15.6
11/27/05,20,0.5,0.5,,14.9
11/28/05,26,1.3,0.8,,13.6
11/29/05,33,1.5,0.2,,12.9
11/30/05,28,1.1,-0.4,,12
12/1/05,36,6.2,5.1,,12.4
12/2/05,33,0.1,-6.1,,14.6
12/3/05,18,0.1,0,,17
12/4/05,14,0.2,0.1,,15.6
12/5/05,23,0,-0.2,,15.8
12/6/05,23,0.2,0.2,,15.7
12/7/05,28,0.4,0.2,,15
12/8/05,33,0,-0.4,,14.9
12/9/05,27,0,0,,14.7
12/10/05,31,0,0,,14.6
12/11/05,31,0,0,,13.8
12/12/05,35,0,0,,13.6
12/13/05,30,0,0,,13.5
12/14/05,28,0,0,,12.9
12/15/05,33,0,0,,13.6
12/16/05,34,0,0,,12.9
12/17/05,31,0.4,0.4,,12.7
12/18/05,32,3.7,3.3,,12.2
12/19/05,34,1.1,-2.6,,12
12/20/05,41,0.2,-0.9,,13.7
12/21/05,41,2.1,1.9,,14
12/22/05,40,3.2,1.1,,13.9
12/23/05,40,0,-3.2,,21.2
12/24/05,43,0,0,,20
12/25/05,40,0.2,0.2,,19.5
12/26/05,30,0.9,0.7,,17.9
12/27/05,,0.8,-0.1,,
12/28/05,,2,1.2,,
12/29/05,,0.3,-1.7,,
12/30/05,,5.8,5.5,,
12/31/05,,6.5,0.7,,
1/1/06,,2.1,-4.4,,
1/2/06,,1.3,-0.8,,
1/3/06,,0.2,-1.1,,
1/4/06,,0.2,0,,
1/5/06,,0.3,0.1,,
1/6/06,,0,-0.3,,
1/7/06,35,0,0,,16.3
1/8/06,27,0,0,,16.7
1/9/06,30,0,0,,15.4
1/10/06,36,0.2,0.2,,15.4
1/11/06,30,0,-0.2,,15.4
1/12/06,30,0,0,,15.6
1/13/06,43,0,0,,15.7
1/14/06,35,1.6,1.6,,15.3
1/15/06,21,0,-1.6,,15
1/16/06,22,0.5,0.5,,14.7
1/17/06,36,0.1,-0.4,,14.3
1/18/06,28,1.6,1.5,,13.9
1/19/06,20,0,-1.6,,13.8
1/20/06,25,0,0,,13.9
1/21/06,25,0,0,,13.8
1/22/06,24,0,0,,13.5
1/23/06,24,0.4,0.4,,13.4
1/24/06,31,0.2,-0.2,,13.1
1/25/06,37,0,-0.2,,13
1/26/06,24,0.3,0.3,,12.8
1/27/06,20,0,-0.3,,12.5
1/28/06,23,0.7,0.7,,12.5
1/29/06,29,0,-0.7,,12.3
1/30/06,35,1.4,1.4,,12.3
1/31/06,22,0.9,-0.5,,12
2/1/06,29,2,1.1,,12.1
2/2/06,34,0.6,-1.4,,12.3
2/3/06,35,0,-0.6,,12.3
2/4/06,35,0.4,0.4,,12.6
2/5/06,31,0,-0.4,,12.8
2/6/06,38,0,0,,12.9
2/7/06,38,0,0,,12.9
2/8/06,37,0,0,,12.9
2/9/06,38,0,0,,13.5
2/10/06,34,0,0,,13.6
2/11/06,37,0,0,,13.8
2/12/06,42,0,0,,14
2/13/06,33,0,0,,14.5
2/14/06,40,0,0,,15.6
2/15/06,21,0,0,,15.8
2/16/06,11,1,1,,15.1
2/17/06,15,0.4,-0.6,,14.7
2/18/06,15,0.5,0.1,,14.5
2/19/06,14,0,-0.5,,14.1
2/20/06,15,0,0,,13.6
2/21/06,17,0,0,,13.6
2/22/06,23,0,0,,13.5
2/23/06,29,0,0,,13.4
2/24/06,33,0,0,,13.2
2/25/06,32,0,0,,12.8
2/26/06,38,0.7,0.7,,12.7
2/27/06,34,2,1.3,,12.9
2/28/06,34,1,-1,,21.6
3/1/06,22,0,-1,,20.3
3/2/06,24,1.2,1.2,,18
3/3/06,24,2.1,0.9,,16.7
3/4/06,17,0,-2.1,,15.7
3/5/06,26,0,0,,15.3
3/6/06,29,0.7,0.7,,14.8
3/7/06,25,1.5,0.8,,14.3
3/8/06,20,0,-1.5,,14.1
3/9/06,27,0,0,,13.7
3/10/06,15,0.3,0.3,,13.2
3/11/06,11,0.4,0.1,,12.8
3/12/06,9,0.2,-0.2,,12.6
3/13/06,17,0,-0.2,,12.5
3/14/06,21,0.2,0.2,,12.8
3/15/06,17,1.1,0.9,,12.4
3/16/06,22,0.3,-0.8,,13
3/17/06,25,1.2,0.9,,11.5
3/18/06,22,1.1,-0.1,,11.5
3/19/06,17,0.5,-0.6,,10.9
3/20/06,21,0,-0.5,,11.9
3/21/06,18,0,0,,11.6
3/22/06,22,0,0,,11.5
3/23/06,34,0,0,,12.2
3/24/06,32,0,0,,20
3/25/06,34,3.7,3.7,,18.1
3/26/06,22,0,-3.7,,16.5
3/27/06,36,0,0,,18.2
3/28/06,30,0.5,0.5,,18.7
3/29/06,17,0,-0.5,,17.3
3/30/06,23,0,0,,17.5
3/31/06,26,0.9,0.9,,16.8
4/1/06,21,0,-0.9,,15
4/2/06,26,0,0,,14.6
4/3/06,34,0.9,0.9,,13.9
4/4/06,32,2,1.1,,16.7
4/5/06,25,0.5,-1.5,,16.3
4/6/06,24,0,-0.5,,15.8
4/7/06,32,0,0,,14.4
4/8/06,26,0,0,,15.4
4/9/06,28,0,0,,16.1
4/10/06,27,0.6,0.6,,15.7
4/11/06,28,0.4,-0.2,,15
4/12/06,36,0.8,0.4,,14.5
4/13/06,34,0.9,0.1,,14
4/14/06,41,0.8,-0.1,,15
4/15/06,27,0,-0.8,,13.9
4/16/06,29,3.1,3.1,,14.3
4/17/06,18,0,-3.1,,15.3
4/18/06,20,1.1,1.1,,14.8
4/19/06,31,0,-1.1,,15.3
4/20/06,39,0,0,,16
4/21/06,39,0,0,,16.6
4/22/06,32,0.4,0.4,,17.8
4/23/06,32,0.2,-0.2,,17.4
4/24/06,33,0,-0.2,,18.9
4/25/06,34,0.5,0.5,,19.9
4/26/06,34,0.2,-0.3,,21.1
4/27/06,43,0,-0.2,,23.2
4/28/06,44,0,0,,24.4
4/29/06,48,0,0,,25.5
4/30/06,45,0,0,,27
5/1/06,45,0,0,,27.2
5/2/06,43,0,0,,27.9
5/3/06,42,0,0,,27.4
5/4/06,40,0.1,0.1,,25.8
5/5/06,40,0,-0.1,,26.7
5/6/06,42,0,0,,28.6
5/7/06,39,0.2,0.2,,29.6
5/8/06,44,0,-0.2,,31.3
5/9/06,43,0,0,,31.2
5/10/06,43,0,0,,28.7
5/11/06,51,0,0,,29.6
5/12/06,49,0,0,,32
5/13/06,49,0,0,,31.7
5/14/06,48,0,0,,31.7
5/15/06,53,0,0,,29.6
5/16/06,58,0,0,,30.1
5/17/06,52,0,0,,29.5
5/18/06,52,0,0,,30.1
5/19/06,52,0,0,,31.5
5/20/06,40,0.4,0.4,,30.3
5/21/06,46,0,-0.4,,29.1
5/22/06,35,0.2,0.2,,25.4
5/23/06,35,0,-0.2,,22.5
5/24/06,41,0,0,,20.6
5/25/06,43,0,0,,24.6
5/26/06,43,0,0,,22.7
5/27/06,27,0.6,0.6,,20.7
5/28/06,28,0,-0.6,,19.8
5/29/06,31,0,0,,19.5
5/30/06,38,0.3,0.3,,17.5
5/31/06,46,0,-0.3,,17.1
6/1/06,51,0.1,0.1,,17.9
6/2/06,50,0,-0.1,,19.7
6/3/06,46,0,0,,21.4
6/4/06,53,0,0,,22.1
6/5/06,53,0,0,,23.2
6/6/06,57,0,0,,22.9
6/7/06,52,0,0,,22.1
6/8/06,50,0,0,,21.4
6/9/06,48,0,0,,21.1
6/10/06,44,0,0,,20.2
6/11/06,49,0,0,,18.8
6/12/06,49,0,0,,19.4
6/13/06,42,0.1,0.1,,19
6/14/06,35,0,-0.1,,18.9
6/15/06,41,0,0,,16.9
6/16/06,47,0,0,,16.1
6/17/06,53,0,0,,15.3
6/18/06,54,0,0,,16.1
6/19/06,51,0,0,,16.3
6/20/06,53,0,0,,16.6
6/21/06,55,0,0,,16.2
6/22/06,56,0,0,,15.1
6/23/06,59,0,0,,14.6
6/24/06,63,0,0,,13.8
6/25/06,64,0,0,,13.6
6/26/06,64,0,0,,12.7
6/27/06,59,0,0,,12.3
6/28/06,60,0,0,,11.8
6/29/06,54,0,0,,11.4
6/30/06,52,0,0,,11.1
7/1/06,54,0,0,,10.6
7/2/06,57,0,0,,10.1
7/3/06,56,0,0,,9.5
7/4/06,55,0,0,,8.9
7/5/06,55,0,0,,8
7/6/06,51,0,0,,7.7
7/7/06,52,0,0,,7.4
7/8/06,58,0,0,,6.6
7/9/06,56,0,0,,5.8
7/10/06,57,0,0,,5.9
7/11/06,57,0,0,,4.8
7/12/06,54,0,0,,4.7
7/13/06,56,0,0,,4.4
7/14/06,59,0,0,,3.3
7/15/06,60,0,0,,3.9
7/16/06,62,0,0,,2.7
7/17/06,59,0.3,0.3,,2.5
7/18/06,62,0,-0.3,,2.8
7/19/06,64,0,0,,2.3
7/20/06,65,0,0,,1.3
7/21/06,63,0,0,,2.3
7/22/06,61,0,0,,2
7/23/06,67,0,0,,1.1
7/24/06,65,0,0,,0.8
7/25/06,62,0,0,,1.6
7/26/06,65,0,0,,0
7/27/06,62,0,0,,0.6
7/28/06,62,0,0,,0.3
7/29/06,59,0,0,,0
7/30/06,54,0,0,,0.3
7/31/06,52,0,0,,1
8/1/06,48,0.1,0.1,,0
8/2/06,52,0.1,0,,0.7
8/3/06,55,0,-0.1,,0.1
8/4/06,56,0,0,,0.5
8/5/06,56,0,0,,0.1
8/6/06,54,0,0,,0
8/7/06,55,0,0,,0
8/8/06,48,0,0,,0
8/9/06,51,0,0,,0
8/10/06,60,0,0,,0
8/11/06,56,0,0,,0.2
8/12/06,54,0,0,,0
8/13/06,55,0,0,,0
8/14/06,58,0,0,,0.3
8/15/06,51,0,0,,0.2
8/16/06,52,0,0,,0
8/17/06,49,0,0,,0
8/18/06,53,0,0,,0
8/19/06,56,0,0,,0
8/20/06,55,0,0,,0
8/21/06,58,0,0,,0
8/22/06,59,0,0,,0
8/23/06,57,0,0,,0
8/24/06,56,0,0,,0
8/25/06,54,0,0,,0
8/26/06,53,0,0,,0
8/27/06,54,0,0,,0
8/28/06,60,0,0,,0
8/29/06,57,0,0,,0
8/30/06,54,0,0,,0
8/31/06,50,0,0,,0
9/1/06,55,0,0,,0
9/2/06,60,0,0,,0
9/3/06,58,0,0,,0
9/4/06,57,0,0,,0
9/5/06,61,0,0,,0
9/6/06,59,0,0,,0
9/7/06,57,0,0,,0
9/8/06,58,0,0,,0
9/9/06,51,0,0,,0
9/10/06,48,0,0,,0
9/11/06,57,0,0,,0
9/12/06,58,0,0,,0
9/13/06,59,0,0,,0
9/14/06,54,0,0,,0
9/15/06,37,0,0,,0
9/16/06,30,0,0,,0
9/17/06,40,0,0,,0
9/18/06,49,0,0,,0
9/19/06,50,0,0,,0
9/20/06,35,0,0,,0
9/21/06,49,0,0,,0
9/22/06,42,0,0,,0
9/23/06,38,0,0,,0
9/24/06,43,0,0,,0
9/25/06,47,0,0,,0
9/26/06,50,0,0,,0
9/27/06,51,0,0,,0
9/28/06,54,0,0,,0
9/29/06,53,0.1,0.1,,0
9/30/06,54,0.1,0,,
10/1/06,49,0,-0.1,,0
10/2/06,41,0,0,,0
10/3/06,43,0,0,,0
10/4/06,40,0,0,,0
10/5/06,41,0,0,,0
10/6/06,35,0,0,,0
10/7/06,36,0,0,,0
10/8/06,40,0,0,,0
10/9/06,42,0.1,0.1,,0
10/10/06,36,0,-0.1,,0
10/11/06,37,0,0,,0
10/12/06,42,0,0,,0
10/13/06,46,0,0,,0
10/14/06,47,0,0,,0
10/15/06,47,0,0,,0
10/16/06,39,0.1,0.1,,0
10/17/06,30,0,-0.1,,0
10/18/06,32,0,0,,0
10/19/06,40,0.2,0.2,,0
10/20/06,43,0,-0.2,,0
10/21/06,42,0,0,,0
10/22/06,46,0,0,,0
10/23/06,47,0,0,,0
10/24/06,45,0,0,,0
10/25/06,42,0,0,,0
10/26/06,33,0,0,,0
10/27/06,42,0,0,,0
10/28/06,47,0,0,,0
10/29/06,45,0,0,,0
10/30/06,40,0,0,,0
10/31/06,38,0,0,,0
11/1/06,41,0,0,,0
11/2/06,37,2.6,2.6,,0
11/3/06,36,0,-2.6,,10.4
11/4/06,34,0.1,0.1,,13.4
11/5/06,44,0,-0.1,,11
11/6/06,43,0,0,,9.2
11/7/06,53,0,0,,9.4
11/8/06,45,0.4,0.4,,8
11/9/06,29,0,-0.4,,15
11/10/06,30,0,0,,12.4
11/11/06,35,0.5,0.5,,11.1
11/12/06,23,0.6,0.1,,11.1
11/13/06,27,3.2,2.6,,10.3
11/14/06,38,0.2,-3,,18.4
11/15/06,42,0,-0.2,,17.2
11/16/06,42,0,0,,16.1
11/17/06,37,0,0,,15.2
11/18/06,40,0,0,,14.3
11/19/06,46,0,0,,13
11/20/06,44,0,0,,11.9
11/21/06,42,0,0,,11.3
11/22/06,36,0,0,,12.9
11/23/06,28,0.5,0.5,,12.7
11/24/06,31,0,-0.5,,12.2
11/25/06,31,0,0,,11.1
11/26/06,27,0.7,0.7,,11.1
11/27/06,25,1,0.3,,10.2
11/28/06,16,0,-1,,9.9
11/29/06,11,0,0,,9.2
11/30/06,31,0,0,,9.5
12/1/06,38,0,0,,8.6
12/2/06,27,0,0,,8.7
12/3/06,35,0,0,,10.1
12/4/06,41,0,0,,11.6
12/5/06,39,0,0,,11.8
12/6/06,43,0,0,,11.6
12/7/06,46,0,0,,11.3
12/8/06,48,0,0,,11.3
12/9/06,30,1.3,1.3,,10.8
12/10/06,26,0.3,-1,,10.3
12/11/06,26,0.7,0.4,,10.1
12/12/06,30,0.6,-0.1,,9.8
12/13/06,34,0.9,0.3,,10.1
12/14/06,38,0,-0.9,,19.8
12/15/06,34,0.4,0.4,,19
12/16/06,18,0.3,-0.1,,15.8
12/17/06,18,0.1,-0.2,,14.3
12/18/06,14,0,-0.1,,13
12/19/06,18,0,0,,12.4
12/20/06,30,0,0,,11.7
12/21/06,34,2.4,2.4,,11.6
12/22/06,24,0,-2.4,,12.4
12/23/06,38,0,0,,12.5
12/24/06,34,0,0,,12
12/25/06,37,0,0,,13
12/26/06,37,0.3,0.3,,12.4
12/27/06,30,1.5,1.2,,13.2
12/28/06,11,0,-1.5,,13
12/29/06,24,0,0,,12.2
12/30/06,44,0,0,,12.5
12/31/06,38,0,0,,13
1/1/07,26,0,0,,12.1
1/2/07,33,0,0,,12.6
1/3/07,41,1,1,,13.4
1/4/07,34,1.6,0.6,,14
1/5/07,13,0,-1.6,,13.3
1/6/07,25,0,0,,13.2
1/7/07,29,0,0,,12.6
1/8/07,37,0,0,,12.1
1/9/07,31,0,0,,12.8
1/10/07,38,0,0,,12.1
