Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
5/13/02,59,47,0,0,0.2
5/14/02,75,42,0,0,0.1
5/15/02,81,38,0,0,0.4
5/16/02,55,40,0,0,0.2
5/17/02,54,47,0.1,0.1,-0.2
5/18/02,73,51,0,-0.1,0.1
5/19/02,27,56,0,0,0.3
5/20/02,100,40,0,0,0.5
5/21/02,100,30,0.2,0.2,0.3
5/22/02,100,29,0,-0.2,-0.2
5/23/02,100,32,0,0,-0.2
5/24/02,70,38,0,0,-0.2
5/25/02,80,44,0,0,-0.3
5/26/02,77,45,0,0,0
5/27/02,74,48,0.1,0.1,0.7
5/28/02,80,48,0,-0.1,0.4
5/29/02,93,51,0,0,0.3
5/30/02,65,55,0,0,0.3
5/31/02,52,55,0,0,1.6
6/1/02,100,47,0,0,0.7
6/2/02,95,44,0,0,-0.1
6/3/02,86,45,0,0,-0.4
6/4/02,88,47,0,0,-0.4
6/5/02,79,50,0,0,0
6/6/02,32,49,0,0,0.4
6/7/02,67,45,0,0,0.1
6/8/02,100,30,0,0,-0.3
6/9/02,100,27,0.2,0.2,-0.6
6/10/02,100,32,0,-0.2,-0.7
6/11/02,75,42,0.1,0.1,-0.6
6/12/02,65,47,0,-0.1,0
6/13/02,44,53,0,0,1.4
6/14/02,71,58,0,0,0.8
6/15/02,41,58,0,0,0.5
6/16/02,45,61,0,0,-0.8
6/17/02,100,52,0.2,0.2,-1.4
6/18/02,86,42,0.1,-0.1,-0.9
6/19/02,61,44,0,-0.1,-0.1
6/20/02,65,54,0,0,-0.2
6/21/02,97,56,0.1,0.1,-0.4
6/22/02,100,49,0.3,0.2,-0.3
6/23/02,74,54,0,-0.3,-0.2
6/24/02,60,62,0,0,0.1
6/25/02,46,65,0,0,-0.2
6/26/02,33,67,0,0,-0.3
6/27/02,55,66,0,0,-0.5
6/28/02,71,61,0,0,-0.3
6/29/02,62,57,0,0,-0.3
6/30/02,44,57,0,0,-0.5
7/1/02,34,56,0,0,-0.3
7/2/02,28,61,0,0,-0.6
7/3/02,54,65,0,0,-0.4
7/4/02,51,58,0,0,-0.5
7/5/02,39,61,0,0,-0.7
7/6/02,39,66,0,0,-0.8
7/7/02,36,66,0,0,-0.9
7/8/02,28,58,0,0,-0.6
7/9/02,32,64,0,0,-0.7
7/10/02,24,71,0,0,-0.5
7/11/02,24,74,0,0,-0.5
7/12/02,23,75,0,0,-0.2
7/13/02,51,74,0,0,-0.5
7/14/02,51,69,0,0,-0.2
7/15/02,59,65,0.1,0.1,-0.1
7/16/02,59,62,0,-0.1,0
7/17/02,57,64,0,0,-0.2
7/18/02,78,61,0,0,0.1
7/19/02,75,58,0,0,-0.2
7/20/02,50,59,0,0,0.2
7/21/02,34,62,0,0,-0.1
7/22/02,50,63,0,0,-0.2
7/23/02,39,65,0,0,-0.1
7/24/02,26,65,0,0,0
7/25/02,51,63,0,0,0.1
7/26/02,55,57,0,0,-0.1
7/27/02,59,56,0,0,-0.2
7/28/02,49,56,0,0,-0.1
7/29/02,32,61,0,0,0
7/30/02,36,63,0,0,0
7/31/02,9,58,0,0,0
8/1/02,25,61,0,0,-0.1
8/2/02,32,61,0,0,0
8/3/02,60,57,0.1,0.1,-0.1
8/4/02,62,58,0,-0.1,0.1
8/5/02,38,54,0,0,0.1
8/6/02,52,53,0,0,-0.3
8/7/02,50,49,0,0,0.1
8/8/02,54,47,0,0,0
8/9/02,45,52,0,0,-0.2
8/10/02,24,60,0,0,0
8/11/02,39,60,0,0,-0.1
8/12/02,39,58,0,0,0
8/13/02,24,61,0,0,0.1
8/14/02,27,64,0,0,0
8/15/02,23,62,0,0,-0.2
8/16/02,24,60,0,0,0
8/17/02,21,60,0,0,0
8/18/02,22,56,0,0,0.1
8/19/02,22,60,0,0,-0.2
8/20/02,49,54,0,0,-0.1
8/21/02,55,46,0,0,0
8/22/02,37,49,0,0,-0.1
8/23/02,75,50,0,0,0
8/24/02,55,51,0,0,0
8/25/02,33,55,0,0,0.1
8/26/02,81,52,0,0,-0.1
8/27/02,77,47,0.1,0.1,0
8/28/02,58,54,0,-0.1,0
8/29/02,58,53,0,0,0
8/30/02,65,53,0,0,0
8/31/02,32,56,0,0,0
9/1/02,63,55,0,0,0
9/2/02,33,58,0,0,0
9/3/02,33,62,0,0,0
9/4/02,84,54,0,0,0
9/5/02,71,52,0,0,0
9/6/02,100,47,0.4,0.4,0
9/7/02,92,38,0,-0.4,10.4
9/8/02,69,40,0,0,-3
9/9/02,51,45,0,0,-1.9
9/10/02,47,51,0,0,-1.8
9/11/02,54,54,0,0,-1.3
9/12/02,32,58,0,0,-0.8
9/13/02,35,58,0,0,-0.6
9/14/02,17,59,0,0,-0.5
9/15/02,23,62,0,0,-0.2
9/16/02,61,52,0,0,0
9/17/02,100,39,0,0,-0.1
9/18/02,95,39,0,0,-0.1
9/19/02,55,47,0.1,0.1,-0.1
9/20/02,65,47,0,-0.1,0
9/21/02,28,44,0,0,0
9/22/02,41,49,0,0,0
9/23/02,29,51,0,0,0
9/24/02,35,51,0,0,0
9/25/02,38,47,0,0,0
9/26/02,18,45,0,0,0
9/27/02,87,41,0,0,0
9/28/02,80,41,0,0,0
9/29/02,100,38,0,0,0
9/30/02,100,27,0,0,0
10/1/02,66,28,0,0,0
10/2/02,62,32,0.1,0.1,0
10/3/02,100,37,0,-0.1,0
10/4/02,93,37,0,0,0
10/5/02,100,39,0.1,0.1,0
10/6/02,89,42,0,-0.1,0
10/7/02,66,45,0,0,0
10/8/02,45,41,0,0,0
10/9/02,47,41,0,0,0
10/10/02,28,42,0,0,0
10/11/02,61,27,0,0,0
10/12/02,13,31,0,0,0
10/13/02,10,40,0,0,0
10/14/02,19,41,0,0,0
10/15/02,44,45,0,0,0
10/16/02,44,44,0,0,0
10/17/02,32,43,0,0,0
10/18/02,37,44,0,0,0
10/19/02,41,43,0,0,0
10/20/02,61,39,0,0,0
10/21/02,67,40,0,0,0
10/22/02,100,34,0.3,0.3,0
10/23/02,100,29,0.2,-0.1,0
10/24/02,100,26,0,-0.2,0
10/25/02,100,26,0,0,0
10/26/02,97,28,0,0,0
10/27/02,73,29,0,0,0
10/28/02,100,27,0,0,0
10/29/02,100,23,1.1,1.1,0
10/30/02,100,13,0,-1.1,0
10/31/02,100,7,0,0,0
11/1/02,100,11,0,0,0
11/2/02,100,15,0,0,0
11/3/02,97,22,0,0,0
11/4/02,77,23,0.1,0.1,0
11/5/02,62,30,0.1,0,0
11/6/02,38,35,0.1,0,0
11/7/02,92,33,0,-0.1,0
11/8/02,100,27,1.1,1.1,0
11/9/02,100,25,0.9,-0.2,0
11/10/02,100,23,0.2,-0.7,0
11/11/02,100,23,0,-0.2,0
11/12/02,100,27,0.1,0.1,0
11/13/02,100,27,0,-0.1,0
11/14/02,100,24,0,0,0
11/15/02,66,23,0,0,0
11/16/02,84,30,0,0,0
11/17/02,100,25,0,0,0
11/18/02,76,23,0.1,0.1,0
11/19/02,100,30,0.1,0,0
11/20/02,100,36,0,-0.1,0
11/21/02,98,40,0,0,0
11/22/02,100,38,0,0,0
11/23/02,100,31,0,0,0
11/24/02,100,20,0,0,0
11/25/02,34,22,0,0,0
11/26/02,59,29,0,0,0
11/27/02,100,31,0.1,0.1,0
11/28/02,90,33,0,-0.1,0
11/29/02,88,34,0,0,0
11/30/02,98,34,0,0,0
12/1/02,98,30,0,0,0
12/2/02,100,27,0,0,0
12/3/02,100,26,0,0,0
12/4/02,100,27,0,0,0
12/5/02,100,24,0,0,0
12/6/02,59,25,0,0,0
12/7/02,32,27,0,0,0
12/8/02,31,28,0,0,0
12/9/02,53,30,0,0,0
12/10/02,100,23,0.2,0.2,0
12/11/02,100,22,0.3,0.1,0
12/12/02,100,27,0.1,-0.2,0
12/13/02,100,28,0.8,0.7,0
12/14/02,100,30,0.5,-0.3,0
12/15/02,100,25,0.8,0.3,0
12/16/02,100,24,1.6,0.8,0
12/17/02,100,18,0,-1.6,0
12/18/02,100,14,0,0,0
12/19/02,100,13,0,0,0
12/20/02,100,16,0.3,0.3,0
12/21/02,100,19,0.3,0,0
12/22/02,100,15,0,-0.3,0
12/23/02,100,8,0,0,0
12/24/02,100,6,0,0,0
12/25/02,100,11,0,0,0
12/26/02,100,17,0.9,0.9,0
12/27/02,100,27,1.3,0.4,0
12/28/02,100,29,0.4,-0.9,0
12/29/02,100,20,0.9,0.5,0
12/30/02,100,19,0.7,-0.2,0
12/31/02,100,23,1.3,0.6,0
1/1/03,100,18,0,-1.3,0
1/2/03,100,27,0,0,0
1/3/03,100,30,0.2,0.2,0
1/4/03,100,32,0.2,0,0
1/5/03,100,23,0.1,-0.1,0
1/6/03,100,24,0,-0.1,0
1/7/03,94,28,0,0,0
1/8/03,92,26,0,0,0
1/9/03,81,25,0,0,0
1/10/03,100,24,0,0,0
1/11/03,100,25,0.1,0.1,0
1/12/03,100,26,0.3,0.2,0
1/13/03,100,30,0.6,0.3,0
1/14/03,100,30,0.5,-0.1,0
1/15/03,100,18,0,-0.5,0
1/16/03,100,21,0,0,0
1/17/03,100,23,0,0,0
1/18/03,96,28,0,0,0
1/19/03,95,31,0,0,0
1/20/03,100,29,0,0,0
1/21/03,100,28,0.1,0.1,0
1/22/03,100,28,0.5,0.4,0
1/23/03,100,29,0.2,-0.3,0
1/24/03,100,25,0,-0.2,0
1/25/03,100,29,0.2,0.2,0
1/26/03,100,33,0.7,0.5,0
1/27/03,100,29,0.6,-0.1,0
1/28/03,100,19,0,-0.6,0
1/29/03,100,24,0,0,0
1/30/03,100,32,1.4,1.4,0
1/31/03,100,36,0,-1.4,0.2
2/1/03,100,30,0,0,10.5
2/2/03,100,18,0,0,0.1
2/3/03,100,15,0.1,0.1,-0.3
2/4/03,100,11,0,-0.1,-0.4
2/5/03,79,11,0,0,-0.1
2/6/03,84,9,0,0,-0.2
2/7/03,100,11,0,0,-0.2
2/8/03,100,11,0,0,0.1
2/9/03,87,17,0,0,-0.1
2/10/03,85,22,0,0,-0.2
2/11/03,48,22,0,0,-0.1
2/12/03,60,29,0.1,0.1,0
2/13/03,100,30,0.4,0.3,-0.1
2/14/03,100,27,0.1,-0.3,0.1
2/15/03,100,26,0.1,0,0
2/16/03,100,24,1.2,1.1,-0.3
2/17/03,100,20,0.4,-0.8,0.1
2/18/03,100,18,0.1,-0.3,-0.1
2/19/03,100,18,0.1,0,-0.1
2/20/03,100,22,0.3,0.2,-0.1
2/21/03,100,26,0.2,-0.1,0
2/22/03,100,18,0,-0.2,-0.1
2/23/03,100,13,0,0,0
2/24/03,100,7,0,0,-0.1
2/25/03,100,11,0,0,0
2/26/03,100,18,0,0,0.1
2/27/03,100,17,0,0,-0.1
2/28/03,100,15,0,0,0
3/1/03,100,14,0,0,0
3/2/03,96,19,0,0,-0.1
3/3/03,100,20,0.2,0.2,0
3/4/03,100,15,0,-0.2,0
3/5/03,100,20,0.6,0.6,-0.1
3/6/03,100,21,0.8,0.2,0
3/7/03,100,24,1.2,0.4,0
3/8/03,100,27,0.5,-0.7,0
3/9/03,100,28,0.3,-0.2,-0.1
3/10/03,100,31,0.1,-0.2,0.1
3/11/03,100,32,0.1,0,-0.1
3/12/03,99,34,0,-0.1,0.1
3/13/03,70,41,0,0,-0.2
3/14/03,92,32,0.2,0.2,0.1
3/15/03,100,32,0.7,0.5,0.2
3/16/03,100,25,0,-0.7,0.4
3/17/03,92,24,0,0,0.1
3/18/03,99,24,0,0,0.1
3/19/03,69,28,0,0,-0.1
3/20/03,100,27,0.1,0.1,0
3/21/03,100,28,0,-0.1,0
3/22/03,100,31,1.4,1.4,0.1
3/23/03,100,21,0.1,-1.3,-0.1
3/24/03,100,19,0,-0.1,0.2
3/25/03,100,27,1.1,1.1,-0.1
3/26/03,100,24,0.7,-0.4,0.2
3/27/03,100,17,0,-0.7,0
3/28/03,100,19,0,0,0
3/29/03,100,27,0.1,0.1,0
3/30/03,72,36,0.1,0,0
3/31/03,94,41,0,-0.1,-0.1
4/1/03,100,30,0.4,0.4,0.1
4/2/03,100,23,0.5,0.1,0
4/3/03,100,17,0.1,-0.4,0
4/4/03,100,20,0,-0.1,0
4/5/03,100,19,0.1,0.1,0.1
4/6/03,100,19,0.2,0.1,0.1
4/7/03,88,24,0,-0.2,0
4/8/03,60,35,0.1,0.1,0
4/9/03,81,40,0,-0.1,0
4/10/03,72,44,0,0,0
4/11/03,61,42,0,0,0
4/12/03,59,42,0,0,8
4/13/03,100,33,0.2,0.2,0.3
4/14/03,100,27,0.2,0,-4.4
4/15/03,99,26,0,-0.2,-0.7
4/16/03,100,28,0.1,0.1,-0.3
4/17/03,100,29,0.4,0.3,-0.4
4/18/03,100,26,0.1,-0.3,-0.1
4/19/03,84,31,0,-0.1,-0.2
4/20/03,56,38,0,0,0
4/21/03,100,39,0.1,0.1,-0.3
4/22/03,100,35,0.1,0,-0.1
4/23/03,99,34,0,-0.1,0.1
4/24/03,100,35,0.2,0.2,0.5
4/25/03,100,27,0.4,0.2,0.4
4/26/03,100,23,0.4,0,0.3
4/27/03,83,28,0.1,-0.3,-0.2
4/28/03,100,31,0.2,0.1,-0.1
4/29/03,100,29,0.1,-0.1,-0.2
4/30/03,100,29,1,0.9,-0.2
5/1/03,100,31,0,-1,-0.1
5/2/03,100,35,0.1,0.1,-0.1
5/3/03,100,33,0.8,0.7,-0.2
5/4/03,100,29,0.8,0,0.1
5/5/03,100,25,0.2,-0.6,0
5/6/03,100,27,0.1,-0.1,-0.1
5/7/03,100,29,0,-0.1,0.1
5/8/03,100,29,0,0,0
5/9/03,100,32,0,0,-0.1
5/10/03,100,33,0,0,0
5/11/03,100,33,0.4,0.4,0
5/12/03,100,32,0.6,0.2,-0.2
5/13/03,46,38,0,-0.6,0.1
5/14/03,89,47,0,0,0.3
5/15/03,82,44,0,0,-0.1
5/16/03,,,0,0,2.4
5/17/03,,,0,0,
5/18/03,89,24,0,0,
5/19/03,46,31,0,0,
5/20/03,64,40,0,0,
5/21/03,81,46,0,0,-0.1
5/22/03,78,49,0,0,0.6
5/23/03,71,53,0,0,5.7
5/24/03,71,53,0,0,0.5
5/25/03,78,49,0,0,1.1
5/26/03,95,47,0,0,-1.1
5/27/03,57,53,0.1,0.1,-1.4
5/28/03,67,58,0,-0.1,1.9
5/29/03,82,57,0,0,0.9
5/30/03,98,50,0,0,-0.1
5/31/03,92,45,0,0,-1.1
6/1/03,77,46,0,0,-0.8
6/2/03,84,47,0,0,0.3
6/3/03,80,46,0,0,0.6
6/4/03,60,48,0,0,-1
6/5/03,87,49,0,0,-0.2
6/6/03,77,51,0,0,0.4
6/7/03,93,50,0,0,0.8
6/8/03,73,52,0,0,-0.7
6/9/03,52,52,0,0,-0.1
6/10/03,67,51,0,0,0.1
6/11/03,80,48,0,0,-0.5
6/12/03,56,51,0,0,-0.5
6/13/03,72,50,0,0,-0.3
6/14/03,41,53,0,0,0.3
6/15/03,77,55,0,0,0.6
6/16/03,78,57,0,0,-0.3
6/17/03,46,61,0,0,-1.9
6/18/03,73,61,0,0,-2.2
6/19/03,99,56,0,0,-1.3
6/20/03,100,42,0.1,0.1,-0.7
6/21/03,73,38,0.1,0,0.3
6/22/03,96,37,0,-0.1,-0.4
6/23/03,78,38,0.2,0.2,-0.3
6/24/03,97,44,0,-0.2,-0.3
6/25/03,82,46,0,0,-0.2
6/26/03,73,53,0,0,-0.3
6/27/03,54,57,0,0,-0.4
6/28/03,64,59,0,0,-0.2
6/29/03,22,64,0.1,0.1,-0.4
6/30/03,32,61,0,-0.1,-0.5
7/1/03,28,59,0,0,-0.6
7/2/03,36,56,0,0,-0.4
7/3/03,44,57,0,0,-0.5
7/4/03,32,57,0,0,-0.4
7/5/03,31,59,0,0,-0.5
7/6/03,34,59,0.1,0.1,-0.7
7/7/03,39,62,0,-0.1,-0.9
7/8/03,41,54,0,0,-0.6
7/9/03,12,61,0,0,-0.5
7/10/03,21,69,0,0,-0.4
7/11/03,16,68,0,0,-0.6
7/12/03,27,69,0,0,-0.4
7/13/03,48,62,0,0,-0.4
7/14/03,34,62,0.1,0.1,-0.2
7/15/03,24,68,0,-0.1,-0.1
7/16/03,29,72,0,0,-0.1
7/17/03,35,67,0,0,-0.2
7/18/03,36,70,0,0,-0.2
7/19/03,42,70,0,0,0
7/20/03,40,71,0,0,0.1
7/21/03,18,71,0,0,-0.4
7/22/03,9,74,0,0,0.1
7/23/03,25,80,0,0,-1.5
7/24/03,100,67,0,0,0
7/25/03,92,60,0,0,0
7/26/03,71,57,0,0,0
7/27/03,62,63,0,0,0
7/28/03,44,67,0,0,0
7/29/03,36,70,0.2,0.2,0
7/30/03,12,71,0,-0.2,0
7/31/03,14,71,0,0,0
8/1/03,25,71,0.1,0.1,0
8/2/03,100,61,0,-0.1,0
8/3/03,100,54,0,0,0
8/4/03,56,58,0.1,0.1,0
8/5/03,51,61,0.1,0,0
8/6/03,38,62,0,-0.1,0
8/7/03,31,63,0,0,0
8/8/03,23,64,0,0,0
8/9/03,13,66,0,0,0
8/10/03,14,67,0,0,0
8/11/03,14,67,0,0,0
8/12/03,34,67,0,0,0
8/13/03,14,67,0,0,0
8/14/03,21,71,0,0,0
8/15/03,71,69,0,0,0
8/16/03,42,61,0,0,0
8/17/03,61,58,0,0,0
8/18/03,47,61,0,0,0
8/19/03,27,72,0.1,0.1,0
8/20/03,17,69,0,-0.1,0
8/21/03,85,62,0,0,0
8/22/03,100,52,0.5,0.5,0
8/23/03,67,53,0.2,-0.3,0
8/24/03,45,60,0,-0.2,0
8/25/03,24,63,0,0,0
8/26/03,100,62,0,0,0
8/27/03,56,56,0,0,0
8/28/03,32,60,0,0,0
8/29/03,96,56,0,0,0
8/30/03,44,56,0,0,0
8/31/03,38,59,0,0,0
9/1/03,45,60,0.1,0.1,0
9/2/03,44,61,0,-0.1,0
9/3/03,37,63,0,0,0
9/4/03,38,64,0,0,0
9/5/03,65,60,0,0,0
9/6/03,65,57,0,0,0
9/7/03,46,57,0,0,0
9/8/03,82,40,0,0,0
9/9/03,100,38,0.3,0.3,0
9/10/03,100,40,0,-0.3,0
9/11/03,92,49,0,0,0
9/12/03,51,44,0,0,0
9/13/03,36,43,0,0,0
9/14/03,16,49,0,0,0
9/15/03,46,51,0,0,0
9/16/03,100,42,0,0,0
9/17/03,74,35,0,0,0
9/18/03,48,40,0,0,0
9/19/03,37,48,0,0,0
9/20/03,45,49,0,0,0
9/21/03,28,51,0,0,0
9/22/03,18,54,0,0,0
9/23/03,17,56,0,0,0
9/24/03,18,56,0,0,0
9/25/03,33,56,0,0,0
9/26/03,43,58,0,0,0
9/27/03,40,59,0,0,0
9/28/03,43,59,0,0,0
9/29/03,32,59,0,0,0
9/30/03,33,57,0,0,0
10/1/03,52,57,0,0,0
10/2/03,87,50,0,0,0
10/3/03,50,52,0,0,0
10/4/03,63,54,0,0,0
10/5/03,61,53,0,0,0
10/6/03,47,54,0,0,0
10/7/03,76,50,0,0,0
10/8/03,60,50,0,0,0
10/9/03,79,44,0,0,0
10/10/03,91,31,0,0,0
10/11/03,100,36,0,0,0
10/12/03,90,36,0.2,0.2,0
10/13/03,49,35,0,-0.2,0
10/14/03,99,36,0,0,0
10/15/03,100,35,0,0,0
10/16/03,67,42,0.1,0.1,0
10/17/03,55,51,0,-0.1,0
10/18/03,25,54,0,0,0
10/19/03,53,51,0,0,0
10/20/03,49,52,0,0,0
10/21/03,17,56,0,0,0
10/22/03,26,57,0,0,0
10/23/03,29,42,0,0,0
10/24/03,13,36,0,0,0
10/25/03,67,39,0,0,0
10/26/03,62,47,0,0,0
10/27/03,,49,0,0,0
10/28/03,,44,0.1,0.1,
10/29/03,,29,0,-0.1,
10/30/03,,19,0,0,
10/31/03,,17,0,0,
11/1/03,,17,0,0,
11/2/03,,21,0.4,0.4,
11/3/03,,21,0.1,-0.3,
11/4/03,,11,0,-0.1,
11/5/03,,16,0,0,
11/6/03,,20,0,0,
11/7/03,,26,0.1,0.1,
11/8/03,,31,0.2,0.1,
11/9/03,,31,0.1,-0.1,
11/10/03,,29,0.4,0.3,
11/11/03,,29,0.3,-0.1,
11/12/03,,28,0,-0.3,
11/13/03,,31,0,0,
11/14/03,,29,0.1,0.1,
11/15/03,,28,0.3,0.2,
11/16/03,,28,1.4,1.1,
11/17/03,,25,0.3,-1.1,
11/18/03,,32,0,-0.3,
11/19/03,,36,0.1,0.1,
11/20/03,,19,0,-0.1,
11/21/03,,14,0,0,
11/22/03,,6,0,0,
11/23/03,,17,0,0,
11/24/03,,16,0.1,0.1,
11/25/03,,16,0.4,0.3,
11/26/03,,19,0.6,0.2,
11/27/03,,19,0,-0.6,
11/28/03,,27,0.2,0.2,
11/29/03,,32,0.4,0.2,
11/30/03,,33,0,-0.4,
12/1/03,,33,0,0,
12/2/03,,32,0,0,
12/3/03,,31,0,0,
12/4/03,,28,0.1,0.1,
12/5/03,,33,0.5,0.4,
12/6/03,,32,1.4,0.9,
12/7/03,,25,0.1,-1.3,
12/8/03,,20,0,-0.1,
12/9/03,,18,0.1,0.1,
12/10/03,,22,0,-0.1,
12/11/03,,21,0,0,
12/12/03,,22,0.5,0.5,
12/13/03,,28,1.3,0.8,
12/14/03,,22,1.1,-0.2,
12/15/03,,16,0,-1.1,
12/16/03,,20,0,0,
12/17/03,,27,0,0,
12/18/03,,33,0,0,
12/19/03,,37,0,0,
12/20/03,,30,0,0,
12/21/03,,26,0,0,
12/22/03,,24,0,0,
12/23/03,,28,0.1,0.1,
12/24/03,,26,1.4,1.3,
12/25/03,,21,0.1,-1.3,
12/26/03,,15,0,-0.1,
12/27/03,,8,0,0,
12/28/03,,17,1.1,1.1,
12/29/03,,20,1.1,0,
12/30/03,,16,0,-1.1,
12/31/03,,21,0.8,0.8,
1/1/04,,22,1.9,1.1,
1/2/04,,14,0.1,-1.8,
1/3/04,,12,0.4,0.3,
1/4/04,,11,0.3,-0.1,
1/5/04,,3,0,-0.3,
1/6/04,,14,0.1,0.1,
1/7/04,,24,0.5,0.4,
1/8/04,,28,0.3,-0.2,
1/9/04,,33,0,-0.3,
1/10/04,,33,0,0,
1/11/04,,32,0,0,
1/12/04,,33,0,0,
1/13/04,,34,0,0,
1/14/04,,33,0,0,
1/15/04,,29,0,0,
1/16/04,,26,0,0,
1/17/04,,26,0,0,
1/18/04,,26,0,0,
1/19/04,,24,0,0,
1/20/04,,23,0,0,
1/21/04,,22,0,0,
1/22/04,,27,0,0,
1/23/04,,28,0.1,0.1,
1/24/04,,23,0.6,0.5,
1/25/04,,,0.1,-0.5,
1/26/04,,16,0.1,0,
1/27/04,,22,0.2,0.1,
1/28/04,,26,0.5,0.3,
1/29/04,,31,0.5,0,
1/30/04,,24,0.7,0.2,
1/31/04,,13,0,-0.7,
2/1/04,,15,0,0,
2/2/04,,20,0.1,0.1,
2/3/04,,24,0.1,0,
2/4/04,,23,0,-0.1,
2/5/04,,20,0,0,
2/6/04,,22,0.2,0.2,
2/7/04,,21,0.1,-0.1,
2/8/04,,18,0,-0.1,
2/9/04,,17,0,0,
2/10/04,,20,0,0,
2/11/04,,18,0,0,
2/12/04,,26,0,0,
2/13/04,,31,0,0,
2/14/04,,24,0.1,0.1,
2/15/04,,22,0.3,0.2,
2/16/04,,25,1,0.7,
2/17/04,,33,0.7,-0.3,
2/18/04,,31,0.5,-0.2,
2/19/04,,26,0,-0.5,
2/20/04,,22,0,0,
2/21/04,,24,0,0,
2/22/04,,28,0,0,
2/23/04,,30,0.1,0.1,
2/24/04,,26,0.4,0.3,
2/25/04,,25,0.7,0.3,
2/26/04,,27,0.2,-0.5,
2/27/04,,27,0.1,-0.1,
2/28/04,,25,0,-0.1,
2/29/04,,23,0,0,
3/1/04,,22,0,0,
3/2/04,,23,0,0,
3/3/04,,20,0.1,0.1,
3/4/04,,23,0.3,0.2,
3/5/04,,22,0.6,0.3,
3/6/04,,23,0.2,-0.4,
3/7/04,,34,0,-0.2,
3/8/04,,41,0.1,0.1,
3/9/04,,39,0,-0.1,
3/10/04,,34,0,0,
3/11/04,,37,0,0,
3/12/04,,37,0,0,
3/13/04,,35,0,0,
3/14/04,,34,0,0,
3/15/04,,34,0,0,
3/16/04,,35,0,0,
3/17/04,,38,0,0,
3/18/04,,42,0,0,
3/19/04,,39,0,0,
3/20/04,,42,0,0,
3/21/04,,48,0,0,
3/22/04,,47,0,0,
3/23/04,,46,0,0,
3/24/04,,39,0,0,
3/25/04,,37,0.3,0.3,
3/26/04,,26,0.1,-0.2,
3/27/04,,27,0.4,0.3,
3/28/04,,31,0,-0.4,
3/29/04,,41,0.1,0.1,
3/30/04,,46,0,-0.1,
3/31/04,,39,0.1,0.1,
4/1/04,,30,0.1,0,
4/2/04,,40,0.1,0,
4/3/04,,45,0,-0.1,
4/4/04,,45,0,0,
4/5/04,,44,0,0,
4/6/04,,41,0,0,
4/7/04,,43,0,0,
4/8/04,,40,0,0,
4/9/04,,35,0,0,
4/10/04,,36,0,0,
4/11/04,,40,0,0,
4/12/04,,46,0,0,
4/13/04,,44,0,0,
4/14/04,,33,0,0,
4/15/04,,30,0,0,
4/16/04,,34,0.1,0.1,
4/17/04,,32,0,-0.1,
4/18/04,,32,0,0,
4/19/04,,31,0.3,0.3,
4/20/04,,30,0.6,0.3,
4/21/04,,29,0,-0.6,
4/22/04,,36,0.1,0.1,
4/23/04,,40,0.1,0,
4/24/04,,38,0,-0.1,
4/25/04,,43,0,0,
4/26/04,,48,0,0,
4/27/04,,50,0,0,
4/28/04,,30,0,0,
4/29/04,,35,0,0,
4/30/04,,44,0,0,
5/1/04,,48,0,0,
5/2/04,,52,0,0,
5/3/04,,52,0,0,
5/4/04,,54,0,0,
5/5/04,,51,0,0,
5/6/04,,51,0,0,
5/7/04,,50,0,0,
5/8/04,,45,0,0,
5/9/04,,43,0,0,
5/10/04,,39,0.3,0.3,
5/11/04,,32,0.2,-0.1,
5/12/04,,31,0,-0.2,
5/13/04,,35,0,0,
5/14/04,,41,0.1,0.1,
5/15/04,,41,0.4,0.3,
5/16/04,,37,0.1,-0.3,
5/17/04,,42,0.2,0.1,
5/18/04,,36,0.8,0.6,
5/19/04,,40,0,-0.8,
5/20/04,,42,0.1,0.1,
5/21/04,,39,0.1,0,
5/22/04,,37,0.2,0.1,
5/23/04,,33,0.3,0.1,
5/24/04,,34,0.3,0,
5/25/04,,40,0,-0.3,
5/26/04,,40,0.4,0.4,
5/27/04,,42,0.5,0.1,
5/28/04,,35,0.4,-0.1,
5/29/04,,31,0,-0.4,
5/30/04,,37,0.1,0.1,
5/31/04,,44,0,-0.1,
6/1/04,,49,0,0,
6/2/04,,54,0,0,
6/3/04,,60,0,0,
6/4/04,,59,0,0,
6/5/04,,59,0,0,
6/6/04,,46,0,0,
6/7/04,,45,0,0,
6/8/04,,46,0,0,
6/9/04,,46,0,0,
6/10/04,,39,0,0,
6/11/04,,42,0,0,
6/12/04,,46,0.1,0.1,
6/13/04,,49,0,-0.1,
6/14/04,,49,0,0,
6/15/04,,47,0,0,
6/16/04,,49,0,0,
6/17/04,,53,0.1,0.1,
6/18/04,,50,0,-0.1,
6/19/04,,51,0.1,0.1,
6/20/04,,50,0,-0.1,
6/21/04,,54,0,0,
6/22/04,,59,0,0,
6/23/04,,64,0.1,0.1,
6/24/04,,62,0,-0.1,
6/25/04,,61,0,0,
6/26/04,,56,0.2,0.2,
6/27/04,,57,0.1,-0.1,
6/28/04,,57,0,-0.1,
6/29/04,,57,0.1,0.1,
6/30/04,,56,0.2,0.1,
7/1/04,,54,0.4,0.2,
7/2/04,,57,0,-0.4,
7/3/04,,57,0,0,
7/4/04,,55,0,0,
7/5/04,,55,0,0,
