Date,Air Temperature Observed (degF) Start of Day Values,Precipitation Increment - Snow-adj (in),Change In Soil Temperature Observed -8in (degF)
9/13/08,45,0,-1
9/14/08,43,0,0
9/15/08,43,0,1
9/16/08,45,0,0
9/17/08,41,0,0
9/18/08,39,0.1,-1
9/19/08,39,0.7,0
9/20/08,42,0,-2
9/21/08,42,0,2
9/22/08,41,0,0
9/23/08,35,0,-1
9/24/08,38,0,-1
9/25/08,42,0,1
9/26/08,43,0,0
9/27/08,48,0.1,1
9/28/08,46,0.2,-1
9/29/08,41,0,0
9/30/08,41,0,0
10/1/08,41,0,0
10/2/08,40,0,-1
10/3/08,42,0.1,0
10/4/08,38,1.4,1
10/5/08,31,0.1,-3
10/6/08,30,0,-1
10/7/08,33,0,-1
10/8/08,34,0,-1
10/9/08,35,0,0
10/10/08,32,0,-1
10/11/08,30,0.5,0
10/12/08,12,0,0
10/13/08,11,0,0
10/14/08,22,0,-1
10/15/08,33,0,0
10/16/08,31,0.1,0
10/17/08,36,0,0
10/18/08,36,0,0
10/19/08,37,0,0
10/20/08,36,0,0
10/21/08,32,0,0
10/22/08,28,0,0
10/23/08,39,0,0
10/24/08,38,0,-1
10/25/08,39,0,0
10/26/08,38,0,0
10/27/08,40,0,0
10/28/08,38,0,0
10/29/08,38,0,0
10/30/08,36,0,0
10/31/08,36,0,
11/1/08,38,0.1,
11/2/08,37,0.9,
11/3/08,26,0,
11/4/08,30,0.5,0
11/5/08,16,0.2,0
11/6/08,13,0.1,0
11/7/08,29,0,0
11/8/08,31,0,0
11/9/08,31,0,0
11/10/08,21,0,0
11/11/08,23,0,0
11/12/08,25,0.1,0
11/13/08,28,0,0
11/14/08,29,0,0
11/15/08,36,0,0
11/16/08,39,0,0
11/17/08,34,0,0
11/18/08,35,0,0
11/19/08,29,0,0
11/20/08,28,0,0
11/21/08,28,0,-1
11/22/08,25,0,0
11/23/08,27,0,0
11/24/08,25,0,0
11/25/08,29,0,0
11/26/08,31,0.6,0
11/27/08,26,0.1,0
11/28/08,26,0.1,0
11/29/08,30,0,0
11/30/08,32,0,0
12/1/08,39,0,0
12/2/08,31,0,0
12/3/08,26,0,0
12/4/08,18,0,0
12/5/08,12,0,0
12/6/08,27,0,0
12/7/08,28,0,0
12/8/08,26,0,0
12/9/08,13,0.1,0
12/10/08,30,0,0
12/11/08,28,0.1,0
12/12/08,25,0,0
12/13/08,26,0.3,0
12/14/08,1,0,0
12/15/08,-1,0.3,0
12/16/08,13,0.3,0
12/17/08,8,0.4,0
12/18/08,21,0.5,0
12/19/08,10,0,0
12/20/08,10,0,0
12/21/08,11,0.1,0
12/22/08,22,0.8,0
12/23/08,8,0,0
12/24/08,1,0.4,0
12/25/08,19,1.1,0
12/26/08,13,0.1,0
12/27/08,-6,0.1,0
12/28/08,13,0.1,0
12/29/08,21,0,0
12/30/08,26,0,0
12/31/08,16,0.1,0
1/1/09,17,0,0
1/2/09,24,0.4,0
1/3/09,22,0.1,0
1/4/09,-3,0,0
1/5/09,3,0.7,0
1/6/09,16,0.1,0
1/7/09,24,0,0
1/8/09,21,0,0
1/9/09,24,0.1,0
1/10/09,8,0,0
1/11/09,24,0,0
1/12/09,32,0,0
1/13/09,29,0,0
1/14/09,32,0,0
1/15/09,25,0,0
1/16/09,27,0,0
1/17/09,27,0,0
1/18/09,30,0,0
1/19/09,35,0,0
1/20/09,35,0,0
1/21/09,31,0,0
1/22/09,35,0.5,0
1/23/09,31,0.2,0
1/24/09,31,1.5,0
1/25/09,26,0.9,0
1/26/09,16,0.5,0
1/27/09,-3,0,0
1/28/09,10,0,0
1/29/09,13,0.1,0
1/30/09,26,0,0
1/31/09,18,0,0
2/1/09,18,0,0
2/2/09,14,0.1,0
2/3/09,30,0,0
2/4/09,24,0,0
2/5/09,24,0.1,0
2/6/09,24,0.3,0
2/7/09,22,0,0
2/8/09,22,0.8,0
2/9/09,18,0.5,0
2/10/09,8,0.1,0
2/11/09,7,0,0
2/12/09,10,0.6,0
2/13/09,3,0.1,0
2/14/09,12,0.3,0
2/15/09,-2,0.1,0
2/16/09,18,0.4,0
2/17/09,20,0.7,0
2/18/09,13,0,0
2/19/09,4,0,0
2/20/09,10,0.1,0
2/21/09,18,0,0
2/22/09,27,0.3,0
2/23/09,32,1.5,0
2/24/09,29,0,0
2/25/09,21,0,0
2/26/09,22,0,0
2/27/09,21,0,0
2/28/09,12,0,0
3/1/09,28,0,0
3/2/09,38,0,0
3/3/09,33,0,0
3/4/09,28,0,0
3/5/09,22,0.4,0
3/6/09,16,0.6,0
3/7/09,13,0,0
3/8/09,9,0,0
3/9/09,15,0.6,0
3/10/09,8,0,0
3/11/09,8,0,0
3/12/09,14,0,0
3/13/09,12,0,0
3/14/09,14,0,0
3/15/09,22,0,0
3/16/09,21,0.1,0
3/17/09,25,0,0
3/18/09,28,0,-1
3/19/09,30,0,1
3/20/09,29,0,-1
3/21/09,30,0,0
3/22/09,29,0.4,0
3/23/09,16,0.2,0
3/24/09,10,0,0
3/25/09,15,0.3,0
3/26/09,25,0.8,0
3/27/09,8,0,0
3/28/09,21,0.1,0
3/29/09,25,0,0
3/30/09,6,0.1,0
3/31/09,14,0.1,1
4/1/09,21,0,0
4/2/09,19,0.1,0
4/3/09,27,0.3,0
4/4/09,11,0,0
4/5/09,13,0,0
4/6/09,21,0.2,0
4/7/09,25,0.1,-1
4/8/09,33,0,0
4/9/09,21,0.1,1
4/10/09,23,0,0
4/11/09,28,1.1,-1
4/12/09,27,0,0
4/13/09,22,0,0
4/14/09,32,0.5,0
4/15/09,26,0.7,1
4/16/09,13,0,0
4/17/09,12,0,0
4/18/09,26,0,-1
4/19/09,25,0,1
4/20/09,30,0,0
4/21/09,35,0,0
4/22/09,34,0,0
4/23/09,33,0,0
4/24/09,35,0,0
4/25/09,34,0.7,0
4/26/09,19,0.2,0
4/27/09,15,0,0
4/28/09,28,0,0
4/29/09,29,0,0
4/30/09,31,0,0
5/1/09,35,0.1,0
5/2/09,37,0.5,0
5/3/09,34,0,0
5/4/09,35,0,0
5/5/09,36,0,0
5/6/09,38,0,0
5/7/09,40,0,0
5/8/09,39,0,0
5/9/09,31,0,0
5/10/09,37,0,0
5/11/09,36,0,0
5/12/09,41,0,0
5/13/09,38,0,0
5/14/09,32,0,0
5/15/09,37,0,0
5/16/09,41,0,0
5/17/09,37,0.3,0
5/18/09,41,0,0
5/19/09,45,0.1,0
5/20/09,40,0,-1
5/21/09,38,0.2,0
5/22/09,39,0.1,0
5/23/09,40,0.2,0
5/24/09,36,0,0
5/25/09,35,0,1
5/26/09,33,0.1,0
5/27/09,35,0,0
5/28/09,40,0,3
5/29/09,39,0,3
5/30/09,38,0,1
5/31/09,37,0,2
6/1/09,38,0,0
6/2/09,38,0,0
6/3/09,39,0,1
6/4/09,41,0,1
6/5/09,43,0,1
6/6/09,32,0.1,-1
6/7/09,32,0.1,-1
6/8/09,33,0,-1
6/9/09,38,0.1,1
6/10/09,34,0,-1
6/11/09,36,0.1,0
6/12/09,36,0,-1
6/13/09,38,0.2,2
6/14/09,34,0,-1
6/15/09,33,0,0
6/16/09,40,0.1,3
6/17/09,36,0,-1
6/18/09,38,0.1,0
6/19/09,36,0,1
6/20/09,46,0.1,2
6/21/09,39,0,-1
6/22/09,37,0,1
6/23/09,43,0,2
6/24/09,44,0,2
6/25/09,47,0.1,1
6/26/09,42,0,0
6/27/09,43,0,-2
6/28/09,43,0,0
6/29/09,48,0,1
6/30/09,49,0,0
7/1/09,48,0,0
7/2/09,50,0.3,0
7/3/09,45,0,-1
7/4/09,49,0,2
7/5/09,48,0,1
7/6/09,46,0,2
7/7/09,49,0,1
7/8/09,47,0,0
7/9/09,48,0,0
7/10/09,49,0,0
7/11/09,52,0,1
7/12/09,49,0,-1
7/13/09,51,0,-2
7/14/09,50,0,2
7/15/09,50,0,1
7/16/09,51,0,0
7/17/09,56,0.1,-1
7/18/09,58,0,0
7/19/09,52,0,0
7/20/09,51,0.2,1
7/21/09,47,0,-1
7/22/09,47,0,-2
7/23/09,51,0.1,2
7/24/09,49,0,-1
7/25/09,49,0,0
7/26/09,48,0.1,-1
7/27/09,50,0,0
7/28/09,50,0,1
7/29/09,51,0.1,0
7/30/09,47,0,-1
7/31/09,45,0,0
8/1/09,48,0,0
8/2/09,49,0,1
8/3/09,48,0,0
8/4/09,51,0,0
8/5/09,51,0,1
8/6/09,53,0.1,-2
8/7/09,45,0,1
8/8/09,39,0,-1
8/9/09,38,0,-1
8/10/09,42,0,0
8/11/09,46,0,1
8/12/09,47,0,0
8/13/09,47,0.4,-1
8/14/09,43,0,-2
8/15/09,46,0,2
8/16/09,40,0,-1
8/17/09,43,0,0
8/18/09,44,0,0
8/19/09,48,0,0
8/20/09,56,0,0
8/21/09,55,0,2
8/22/09,56,0.1,0
8/23/09,47,0.2,0
8/24/09,42,0,0
8/25/09,42,0,-3
8/26/09,43,0,0
8/27/09,50,0,-1
8/28/09,52,0,1
8/29/09,53,0,1
8/30/09,53,0,0
8/31/09,51,0,0
9/1/09,49,0,0
9/2/09,47,0.1,0
9/3/09,49,0.2,-1
9/4/09,44,0,-2
9/5/09,46,0,0
9/6/09,44,0,0
9/7/09,44,0,0
9/8/09,42,0,0
9/9/09,43,0,0
9/10/09,44,0,-1
9/11/09,47,0,0
9/12/09,46,0,0
9/13/09,49,0,0
9/14/09,44,0,0
9/15/09,36,0,0
9/16/09,38,0.2,-3
9/17/09,43,0,0
9/18/09,44,0,1
9/19/09,42,0,0
9/20/09,44,0,0
9/21/09,45,0,0
9/22/09,35,0,-2
9/23/09,42,0,-2
9/24/09,44,0,0
9/25/09,38,0,0
9/26/09,44,0,0
9/27/09,49,0,1
9/28/09,44,0,0
9/29/09,46,0,0
9/30/09,39,0.4,1
10/1/09,20,0,-3
10/2/09,26,0.1,-3
10/3/09,30,0,-2
10/4/09,34,0,0
10/5/09,23,0,0
10/6/09,19,0,-1
10/7/09,30,0,-1
10/8/09,30,0,0
10/9/09,27,0,0
10/10/09,33,0,-1
10/11/09,31,0.1,0
10/12/09,31,0.1,0
10/13/09,32,0,0
10/14/09,36,0,0
10/15/09,36,0,1
10/16/09,34,0,1
10/17/09,37,0,0
10/18/09,39,0,0
10/19/09,40,0,1
10/20/09,36,0.1,-1
10/21/09,29,0,0
10/22/09,35,0,-1
10/23/09,27,0,0
10/24/09,33,0,0
10/25/09,30,0,0
10/26/09,26,0.1,-1
10/27/09,32,0.1,0
10/28/09,9,0.3,-1
10/29/09,13,0,0
10/30/09,14,0.2,-1
10/31/09,28,0.1,0
11/1/09,31,0.1,0
11/2/09,33,0,0
11/3/09,31,0,0
11/4/09,37,0,0
11/5/09,36,0,0
11/6/09,35,0,0
11/7/09,33,0,0
11/8/09,29,0,0
11/9/09,26,0,0
11/10/09,29,0,0
11/11/09,35,0.1,0
11/12/09,35,0.5,0
11/13/09,28,0.6,0
11/14/09,18,0.2,0
11/15/09,0,0.1,0
11/16/09,16,0.1,0
11/17/09,20,0,0
11/18/09,23,0,0
11/19/09,21,0,0
11/20/09,26,0.1,0
11/21/09,29,0,0
11/22/09,14,0,0
11/23/09,17,0,0
11/24/09,15,0,0
11/25/09,21,0.1,-1
11/26/09,31,0,0
11/27/09,27,0,0
11/28/09,29,0.2,0
11/29/09,24,0,0
11/30/09,28,0,0
12/1/09,21,0,0
12/2/09,16,0,0
12/3/09,12,0,0
12/4/09,4,0,0
12/5/09,18,0,-1
12/6/09,5,0,0
12/7/09,13,0.8,0
12/8/09,18,0.3,0
12/9/09,-4,0.2,0
12/10/09,7,0,0
12/11/09,6,0.4,0
12/12/09,19,0.4,0
12/13/09,25,2.3,0
12/14/09,18,0,1
12/15/09,8,0,0
12/16/09,17,0,0
12/17/09,21,0,0
12/18/09,18,0,0
12/19/09,23,0,0
12/20/09,21,0,0
12/21/09,24,0,0
12/22/09,22,1,0
12/23/09,18,0,0
12/24/09,8,0,0
12/25/09,15,0,0
12/26/09,4,0,0
12/27/09,6,0,0
12/28/09,12,0.1,0
12/29/09,17,0.5,0
12/30/09,14,0.9,0
12/31/09,6,0,0
1/1/10,24,0,0
1/2/10,18,0,0
1/3/10,10,0,0
1/4/10,16,0,0
1/5/10,18,0,0
1/6/10,21,0.1,0
1/7/10,26,0,0
1/8/10,25,0,0
1/9/10,20,0,0
1/10/10,22,0,0
1/11/10,21,0,0
1/12/10,26,0,0
1/13/10,26,0.2,0
1/14/10,21,0,0
1/15/10,27,0,0
1/16/10,26,0,0
1/17/10,21,0,0
1/18/10,22,0.3,0
1/19/10,19,0.2,0
1/20/10,19,0.6,1
1/21/10,17,1.1,0
1/22/10,19,0.4,0
1/23/10,14,0.2,0
1/24/10,8,0,0
1/25/10,8,0.1,0
1/26/10,20,0.1,0
1/27/10,18,0.5,0
1/28/10,21,0,0
1/29/10,17,0,0
1/30/10,15,0,0
1/31/10,19,0,0
2/1/10,9,0.1,0
2/2/10,19,0,0
2/3/10,19,0,0
2/4/10,17,0,0
2/5/10,21,0.4,0
2/6/10,24,0.6,0
2/7/10,22,0.6,0
2/8/10,19,0,0
2/9/10,2,0.1,0
2/10/10,13,0,0
2/11/10,8,0,0
2/12/10,10,0.1,0
2/13/10,20,0,0
2/14/10,18,0,0
2/15/10,17,0,0
2/16/10,15,0,0
2/17/10,16,0,0
2/18/10,13,0,0
2/19/10,14,1.2,0
2/20/10,22,0.9,0
2/21/10,15,0.6,0
2/22/10,7,0.1,0
2/23/10,13,0.1,0
2/24/10,17,0.8,0
2/25/10,14,0.1,0
2/26/10,9,0,0
2/27/10,18,0.2,0
2/28/10,22,0,0
3/1/10,20,0.1,0
3/2/10,22,0,0
3/3/10,24,0.2,0
3/4/10,24,1,0
3/5/10,15,0.2,0
3/6/10,16,0.1,0
3/7/10,23,0.4,0
3/8/10,22,0.2,0
3/9/10,20,0.3,0
3/10/10,16,0.1,0
3/11/10,1,0,0
3/12/10,15,0.1,0
3/13/10,19,0.4,0
3/14/10,17,0.2,0
3/15/10,23,0.1,0
3/16/10,23,0,0
3/17/10,25,0,0
3/18/10,27,0,0
3/19/10,24,0,0
3/20/10,15,0,0
3/21/10,20,0,0
3/22/10,27,0,0
3/23/10,23,0,0
3/24/10,11,0,0
3/25/10,16,0.1,0
3/26/10,22,0.3,0
3/27/10,13,0,0
3/28/10,11,0.1,0
3/29/10,24,0,0
3/30/10,32,0,0
3/31/10,31,0.4,0
4/1/10,16,0.3,0
4/2/10,13,0.2,0
4/3/10,20,0,0
4/4/10,24,0.1,0
4/5/10,26,0.5,0
4/6/10,11,0.3,0
4/7/10,13,0.1,0
4/8/10,16,0.1,0
4/9/10,23,0,0
4/10/10,25,0.1,0
4/11/10,28,0,0
4/12/10,32,0.4,0
4/13/10,20,0.8,0
4/14/10,15,0.1,0
4/15/10,23,0.1,0
4/16/10,35,0,0
4/17/10,27,0,0
4/18/10,30,0,0
4/19/10,30,0,0
4/20/10,30,0,0
4/21/10,35,0.4,0
4/22/10,15,0.2,1
4/23/10,18,0,0
4/24/10,21,0.3,0
4/25/10,27,0,0
4/26/10,31,0,0
4/27/10,29,0.1,0
4/28/10,35,0.3,0
4/29/10,17,0.1,0
4/30/10,15,0.1,0
5/1/10,20,0.2,0
5/2/10,21,0.5,0
5/3/10,16,0.1,0
5/4/10,33,0.1,0
5/5/10,33,0,0
5/6/10,35,0,0
5/7/10,19,0,0
5/8/10,28,0,0
5/9/10,34,0,0
5/10/10,27,0,0
5/11/10,30,0.5,0
5/12/10,24,0.4,0
5/13/10,24,0.2,0
5/14/10,22,0,0
5/15/10,24,0.1,0
5/16/10,29,0,0
5/17/10,38,0.2,0
5/18/10,36,0.5,0
5/19/10,30,0.1,0
5/20/10,32,0,0
5/21/10,36,0,0
5/22/10,37,0,0
5/23/10,27,0,0
5/24/10,19,0.3,0
5/25/10,21,0,0
5/26/10,35,0,0
5/27/10,38,0,0
5/28/10,39,0,0
5/29/10,28,0,0
5/30/10,30,0,0
5/31/10,34,0,0
6/1/10,40,0,0
6/2/10,42,0,0
6/3/10,40,0,0
6/4/10,40,0,0
6/5/10,47,0,0
6/6/10,44,0,0
6/7/10,46,0,0
6/8/10,46,0,4
6/9/10,45,0,5
6/10/10,43,0,3
6/11/10,37,0.2,2
6/12/10,34,0.3,-3
6/13/10,32,0.3,-3
6/14/10,31,0,-3
6/15/10,36,0,2
6/16/10,40,0,5
6/17/10,33,0,1
6/18/10,40,0,1
6/19/10,44,0,2
6/20/10,41,0,1
6/21/10,40,0,1
6/22/10,39,0,0
6/23/10,42,0,1
6/24/10,46,0,2
6/25/10,47,0,1
6/26/10,46,0,-2
6/27/10,47,0,2
6/28/10,54,0,0
6/29/10,50,0,-1
6/30/10,49,0,0
7/1/10,47,0,-1
7/2/10,50,0,1
7/3/10,44,0,0
7/4/10,45,0,1
7/5/10,40,0,-1
7/6/10,45,0,1
7/7/10,45,0.5,1
7/8/10,46,0.1,-7
7/9/10,49,0,2
7/10/10,49,0.1,0
7/11/10,50,0,2
7/12/10,48,0,1
7/13/10,54,0,1
7/14/10,49,0,0
7/15/10,51,0,1
7/16/10,54,0,0
7/17/10,57,0.2,0
7/18/10,47,0,1
7/19/10,57,0.4,1
7/20/10,49,0.1,0
7/21/10,50,0,0
7/22/10,53,0,0
7/23/10,50,0,0
7/24/10,53,0,-1
7/25/10,56,0,0
7/26/10,55,0.1,0
7/27/10,46,0.2,-1
7/28/10,52,0.1,-1
7/29/10,51,0.1,0
7/30/10,48,0.1,-1
7/31/10,51,0.6,1
8/1/10,47,0.2,-1
8/2/10,49,0,0
8/3/10,48,0.1,1
8/4/10,50,0,1
8/5/10,49,0.1,0
8/6/10,48,0,-1
8/7/10,48,0.1,0
8/8/10,43,0.3,-1
8/9/10,40,0,-1
8/10/10,40,0,0
8/11/10,44,0,0
8/12/10,45,0,0
8/13/10,42,0,0
8/14/10,44,0,0
8/15/10,49,0,0
8/16/10,51,0,1
8/17/10,48,0,0
8/18/10,51,0.1,1
8/19/10,45,0,-1
8/20/10,43,0,-1
8/21/10,49,0,0
8/22/10,51,0.1,1
8/23/10,48,0,0
8/24/10,43,0,0
8/25/10,49,0.1,0
8/26/10,50,0.1,0
8/27/10,46,0,-1
8/28/10,46,0,0
8/29/10,43,0.1,0
8/30/10,39,0,-1
8/31/10,35,0,-2
9/1/10,39,0,-1
9/2/10,44,0,0
9/3/10,45,0,1
9/4/10,49,0,1
9/5/10,50,0,1
9/6/10,44,0,-1
9/7/10,42,0,-1
9/8/10,43,0,-2
9/9/10,40,0,0
9/10/10,34,0,-1
9/11/10,35,0,-1
9/12/10,40,0,0
9/13/10,43,0,1
9/14/10,44,0,0
9/15/10,40,0,0
9/16/10,41,0,0
9/17/10,46,0,0
9/18/10,47,0,0
9/19/10,44,0,0
9/20/10,50,0,0
9/21/10,43,0,1
9/22/10,46,0.3,-1
9/23/10,36,0,-2
9/24/10,39,0,-1
9/25/10,48,0,0
9/26/10,52,0,0
9/27/10,49,0,1
9/28/10,48,0,0
9/29/10,49,0,1
9/30/10,50,0,-1
10/1/10,49,0.1,1
10/2/10,49,0.1,0
10/3/10,44,0.1,0
10/4/10,37,0.4,-1
10/5/10,35,1.8,-2
10/6/10,35,0.9,-3
10/7/10,34,0,-1
10/8/10,29,0.4,-1
10/9/10,30,0.4,0
10/10/10,38,0.1,0
10/11/10,36,0,-1
10/12/10,35,0,0
10/13/10,38,0.1,0
10/14/10,35,0,0
10/15/10,36,0,0
10/16/10,36,0,0
10/17/10,37,0.2,-1
10/18/10,34,0.4,0
10/19/10,35,0,0
10/20/10,36,0.3,0
10/21/10,34,0.5,0
10/22/10,33,0.6,0
10/23/10,33,0.9,0
10/24/10,32,0.2,0
10/25/10,35,0.5,0
10/26/10,17,0.1,0
10/27/10,13,0,0
10/28/10,25,0.1,0
10/29/10,35,0.1,0
10/30/10,34,0.3,-1
10/31/10,25,0,0
11/1/10,25,0,0
11/2/10,38,0,0
11/3/10,44,0.1,0
11/4/10,37,0.1,0
11/5/10,36,0,0
11/6/10,34,0,0
11/7/10,31,0,0
11/8/10,35,0.5,0
11/9/10,16,0,0
11/10/10,10,0.3,0
11/11/10,16,0,0
11/12/10,15,0,0
11/13/10,15,0.1,0
11/14/10,23,0.3,0
11/15/10,27,0.2,0
11/16/10,22,0,0
11/17/10,21,0,0
11/18/10,23,0.1,0
11/19/10,31,0,0
11/20/10,30,0.2,0
11/21/10,23,0.9,0
11/22/10,12,0.1,0
11/23/10,9,0.2,0
11/24/10,12,0,0
11/25/10,-9,0,0
11/26/10,15,0,0
11/27/10,17,0,0
11/28/10,18,0.5,0
11/29/10,-1,0,0
11/30/10,3,0.1,0
12/1/10,26,0,-1
12/2/10,21,0.1,1
12/3/10,32,0,-1
12/4/10,30,0.1,0
12/5/10,28,0.1,0
12/6/10,29,0.5,0
12/7/10,22,0,0
12/8/10,26,0.1,0
12/9/10,25,0.1,0
12/10/10,23,0,0
12/11/10,27,0,0
12/12/10,28,0,0
12/13/10,26,0,0
12/14/10,27,0,0
12/15/10,29,0.2,0
12/16/10,17,0,0
12/17/10,11,0.6,0
12/18/10,24,2,0
12/19/10,29,1.4,0
12/20/10,30,2.8,0
12/21/10,29,1.5,0
12/22/10,26,0.5,0
12/23/10,27,0,0
12/24/10,15,0,0
12/25/10,20,0,0
12/26/10,21,0.2,0
12/27/10,13,0,0
12/28/10,13,0.3,0
12/29/10,24,2.6,0
12/30/10,8,0,0
12/31/10,-6,0,0
1/1/11,-15,0,0
1/2/11,4,0,0
1/3/11,12,0,0
1/4/11,12,0,0
1/5/11,8,0,0
1/6/11,15,0.1,0
1/7/11,21,0,0
1/8/11,19,0,0
1/9/11,21,0,0
1/10/11,-2,0,0
1/11/11,-4,0,0
1/12/11,12,0,0
1/13/11,18,0.1,0
1/14/11,25,0.1,0
1/15/11,26,0.1,0
1/16/11,21,0,0
1/17/11,35,0.1,0
1/18/11,24,0,0
1/19/11,23,0,0
1/20/11,17,0,0
1/21/11,27,0,0
1/22/11,26,0,0
1/23/11,12,0,0
1/24/11,23,0,0
1/25/11,18,0,0
1/26/11,19,0,0
1/27/11,23,0,0
1/28/11,26,0,0
1/29/11,21,0,0
1/30/11,21,0,0
1/31/11,15,0.1,0
2/1/11,9,0,0
2/2/11,-15,0,0
2/3/11,13,0,0
2/4/11,25,0,0
2/5/11,28,0,0
2/6/11,17,0,0
2/7/11,21,0,0
2/8/11,11,0,0
2/9/11,8,0,0
2/10/11,-1,0,0
2/11/11,11,0,0
2/12/11,15,0,0
2/13/11,26,0,0
2/14/11,23,0,0
2/15/11,17,0.1,0
2/16/11,26,0.1,0
2/17/11,19,0.2,0
2/18/11,14,0,0
2/19/11,23,1.1,0
2/20/11,13,0.1,0
2/21/11,2,0,0
2/22/11,2,0.1,0
2/23/11,15,0.2,0
2/24/11,16,0.1,0
2/25/11,17,0.2,0
2/26/11,19,0.7,0
2/27/11,18,0.6,0
2/28/11,9,0,0
3/1/11,11,0.2,0
3/2/11,22,0.2,0
3/3/11,28,0.2,0
3/4/11,19,0,0
3/5/11,13,0.1,0
3/6/11,19,0.2,0
3/7/11,23,1.2,0
3/8/11,13,0,0
3/9/11,11,0.2,0
3/10/11,21,0,0
3/11/11,29,0.2,0
3/12/11,28,0,0
3/13/11,26,0,0
3/14/11,29,0,0
3/15/11,27,0,0
3/16/11,31,0.5,0
3/17/11,26,0.8,0
3/18/11,12,0,0
3/19/11,23,0,0
3/20/11,20,0.2,0
3/21/11,25,0.2,0
3/22/11,15,0.2,0
3/23/11,11,0.1,0
3/24/11,22,0.3,0
3/25/11,14,0,0
3/26/11,9,0.7,0
3/27/11,22,0.1,0
3/28/11,27,0,0
3/29/11,11,0.1,0
3/30/11,25,0.1,0
3/31/11,31,0.2,0
4/1/11,34,0.1,0
4/2/11,32,0.1,0
4/3/11,36,0.3,0
4/4/11,11,0.1,0
4/5/11,27,0.1,0
4/6/11,29,0,0
4/7/11,22,0.1,0
4/8/11,22,0.6,0
4/9/11,17,1.3,0
4/10/11,14,0,0
4/11/11,14,0.6,0
4/12/11,20,0.2,0
4/13/11,22,0.2,0
4/14/11,19,0.2,0
4/15/11,18,0.2,0
4/16/11,31,0.1,0
4/17/11,33,0,0
4/18/11,37,0,0
4/19/11,30,0,0
4/20/11,30,0.5,0
4/21/11,29,0.1,0
4/22/11,24,0.1,0
4/23/11,29,0,0
4/24/11,28,0.8,0
4/25/11,25,0.5,0
4/26/11,25,1.6,0
4/27/11,13,0.1,0
4/28/11,22,0,0
4/29/11,35,0,0
4/30/11,11,0,0
5/1/11,16,0.1,0
5/2/11,16,0,0
5/3/11,26,0,0
5/4/11,31,0.1,0
5/5/11,31,0,0
5/6/11,32,0.1,0
5/7/11,39,0,0
5/8/11,38,0,0
5/9/11,30,0.7,0
5/10/11,17,0.4,0
5/11/11,26,0.7,0
5/12/11,31,0.1,0
5/13/11,35,0,0
5/14/11,40,0,0
5/15/11,36,0,0
5/16/11,31,0,0
5/17/11,24,0.4,0
5/18/11,28,1,0
5/19/11,25,1.2,0
5/20/11,26,0.6,0
5/21/11,28,0,0
5/22/11,35,0,0
5/23/11,33,0.1,0
5/24/11,30,0.2,0
5/25/11,26,0.4,0
5/26/11,38,0,0
5/27/11,36,0,0
5/28/11,36,0,0
5/29/11,36,0,0
5/30/11,22,0.3,0
5/31/11,27,0,0
6/1/11,40,0,0
6/2/11,33,0,0
6/3/11,27,0,0
6/4/11,36,0,0
6/5/11,41,0,0
6/6/11,44,0,0
6/7/11,33,0,0
6/8/11,35,0,-1
6/9/11,37,0,0
6/10/11,37,0,0
6/11/11,38,0,0
6/12/11,39,0,0
6/13/11,37,0,0
6/14/11,38,0,0
6/15/11,41,0,0
6/16/11,47,0,0
6/17/11,36,0,0
6/18/11,37,0,0
6/19/11,43,0.4,0
6/20/11,33,0,0
6/21/11,36,0,0
6/22/11,46,0,0
6/23/11,44,0,1
6/24/11,50,0,5
6/25/11,46,0,7
6/26/11,44,0,2
6/27/11,41,0,2
6/28/11,49,0,1
6/29/11,51,0,1
6/30/11,47,0,0
7/1/11,41,0,-2
7/2/11,51,0,5
7/3/11,50,0,1
7/4/11,50,0,0
7/5/11,48,0,-1
7/6/11,46,0,-2
7/7/11,47,0.2,1
7/8/11,50,0.3,0
7/9/11,46,0,1
7/10/11,47,0.2,1
7/11/11,43,0,-2
7/12/11,45,0,-1
7/13/11,46,0,1
7/14/11,41,0,0
7/15/11,41,0,1
7/16/11,43,0,1
7/17/11,50,0,1
7/18/11,51,0,1
7/19/11,51,0,-1
7/20/11,51,0,2
7/21/11,49,0,0
7/22/11,44,0.1,0
7/23/11,45,0,-1
7/24/11,47,0,1
7/25/11,51,0.4,1
7/26/11,47,0.3,-3
7/27/11,45,0,-2
7/28/11,46,0,1
7/29/11,51,0,0
7/30/11,51,0.3,-1
7/31/11,51,0.1,0
8/1/11,48,0,-1
8/2/11,46,0,1
8/3/11,48,1,2
8/4/11,43,0,-6
8/5/11,48,0,3
8/6/11,45,0,1
8/7/11,47,0,0
8/8/11,45,0,-1
8/9/11,45,0,1
8/10/11,49,0,0
8/11/11,48,0,1
8/12/11,47,0,0
8/13/11,48,0,1
8/14/11,52,0,-1
8/15/11,49,0,1
8/16/11,50,0,0
8/17/11,47,0,-1
8/18/11,52,0,1
8/19/11,52,0,0
8/20/11,47,0,-1
8/21/11,48,0.2,-1
8/22/11,45,0,-1
8/23/11,49,0,0
8/24/11,53,0,2
8/25/11,55,0,-1
8/26/11,53,0,-1
8/27/11,52,0,1
8/28/11,51,0.9,1
8/29/11,45,0.1,-4
8/30/11,46,0.5,2
8/31/11,49,0,-1
9/1/11,47,0,0
9/2/11,45,0,0
9/3/11,44,0,-1
9/4/11,47,0,0
