Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
12/26/04,38,0.1,-0.2,-0.5
12/27/04,36,0,-0.1,-0.1
12/28/04,34,0.1,0.1,-0.3
12/29/04,32,0.2,0.1,-0.9
12/30/04,28,0.6,0.4,0.1
12/31/04,26,0.4,-0.2,-0.3
1/1/05,24,0.3,-0.1,-0.1
1/2/05,25,0,-0.3,-0.1
1/3/05,29,0.1,0.1,0.4
1/4/05,27,0.1,0,0.2
1/5/05,25,0.1,0,0
1/6/05,23,0,-0.1,0
1/7/05,24,0.6,0.6,-0.2
1/8/05,28,0.4,-0.2,0.4
1/9/05,33,0.2,-0.2,0.1
1/10/05,32,0.5,0.3,-0.1
1/11/05,29,0.4,-0.1,0.3
1/12/05,27,0.1,-0.3,0.3
1/13/05,30,0,-0.1,-0.6
1/14/05,33,0,0,0.5
1/15/05,34,0.2,0.2,-0.2
1/16/05,36,0.1,-0.1,0.5
1/17/05,35,0,-0.1,0
1/18/05,41,0.1,0.1,-0.3
1/19/05,46,0,-0.1,0.2
1/20/05,43,0,0,0
1/21/05,45,0,0,-0.1
1/22/05,44,0,0,0.5
1/23/05,43,0,0,-0.3
1/24/05,42,0,0,-0.1
1/25/05,40,0.1,0.1,0
1/26/05,38,0,-0.1,0.1
1/27/05,35,0,0,0.1
1/28/05,33,0,0,0.1
1/29/05,32,0,0,0.1
1/30/05,31,0,0,0
1/31/05,34,0.2,0.2,0.1
2/1/05,35,0,-0.2,0.1
2/2/05,39,0,0,0.1
2/3/05,42,0,0,-0.1
2/4/05,37,0.1,0.1,0.2
2/5/05,31,0,-0.1,0.1
2/6/05,28,0,0,-0.3
2/7/05,28,0,0,0.1
2/8/05,28,0,0,-0.5
2/9/05,31,0.1,0.1,0
2/10/05,35,0.1,0,0.3
2/11/05,35,0.1,0,-0.4
2/12/05,34,0.1,0,0.1
2/13/05,35,0.9,0.8,-0.2
2/14/05,32,0.5,-0.4,0.3
2/15/05,26,0.1,-0.4,0.3
2/16/05,29,0,-0.1,-0.4
2/17/05,35,0.3,0.3,0.2
2/18/05,37,0.1,-0.2,0
2/19/05,33,0.2,0.1,0
2/20/05,36,0,-0.2,0.1
2/21/05,35,0.1,0.1,-0.1
2/22/05,38,0,-0.1,0.5
2/23/05,37,0.1,0.1,-0.1
2/24/05,38,0.1,0,0.2
2/25/05,37,0,-0.1,0
2/26/05,38,0,0,0.1
2/27/05,39,0,0,-0.1
2/28/05,37,0,0,0.2
3/1/05,38,0.1,0.1,0.3
3/2/05,36,0.1,0,0.1
3/3/05,36,0,-0.1,0
3/4/05,39,0,0,0.2
3/5/05,41,0,0,0
3/6/05,45,0.1,0.1,0.2
3/7/05,48,0,-0.1,-0.2
3/8/05,51,0,0,1.2
3/9/05,53,0,0,3.1
3/10/05,50,0,0,1.9
3/11/05,51,0,0,0.3
3/12/05,48,0,0,0.4
3/13/05,34,0,0,0.3
3/14/05,36,0,0,-1.3
3/15/05,40,0,0,-0.6
3/16/05,41,0,0,0.4
3/17/05,38,0,0,-1.1
3/18/05,39,0,0,0.6
3/19/05,37,0.2,0.2,1.6
3/20/05,34,0.3,0.1,-0.8
3/21/05,36,0.3,0,-1.1
3/22/05,35,1,0.7,0.3
3/23/05,35,0.6,-0.4,-1.1
3/24/05,32,0.1,-0.5,0.8
3/25/05,31,0,-0.1,-0.1
3/26/05,36,0.2,0.2,-1.1
3/27/05,46,0.1,-0.1,1.2
3/28/05,35,0.1,0,1.1
3/29/05,31,0.9,0.8,0.4
3/30/05,29,0.1,-0.8,-2.1
3/31/05,34,0.1,0,0.1
4/1/05,44,0,-0.1,0.3
4/2/05,46,0,0,0.7
4/3/05,38,0,0,0.9
4/4/05,33,0.2,0.2,-0.6
4/5/05,39,0.2,0,-1.3
4/6/05,52,0.2,0,2.3
4/7/05,43,0,-0.2,1.7
4/8/05,33,0.2,0.2,-0.9
4/9/05,35,0.1,-0.1,-2
4/10/05,37,0.2,0.1,0.1
4/11/05,44,0,-0.2,1.6
4/12/05,45,0,0,0
4/13/05,33,0,0,1.1
4/14/05,33,0,0,-2.6
4/15/05,42,0.2,0.2,1.8
4/16/05,51,0,-0.2,-0.4
4/17/05,46,0,0,0.9
4/18/05,35,0,0,-0.1
4/19/05,34,0,0,-1.6
4/20/05,35,0.4,0.4,-0.7
4/21/05,41,0.4,0,0.1
4/22/05,49,0.4,0,2.3
4/23/05,47,0.1,-0.3,-1.4
4/24/05,41,0,-0.1,-1.2
4/25/05,42,0,0,1
4/26/05,49,0.3,0.3,0.1
4/27/05,48,0.3,0,-1.5
4/28/05,41,0.4,0.1,2.7
4/29/05,43,0.5,0.1,-1.3
4/30/05,40,0.2,-0.3,2
5/1/05,46,0.6,0.4,-1.9
5/2/05,47,0,-0.6,-1
5/3/05,49,0,0,-0.3
5/4/05,52,0.2,0.2,-1
5/5/05,47,0,-0.2,0.3
5/6/05,42,0.1,0.1,1.7
5/7/05,44,0.1,0,1.1
5/8/05,45,0.3,0.2,-1.8
5/9/05,40,0.1,-0.2,-0.4
5/10/05,38,0.4,0.3,1.2
5/11/05,41,0.3,-0.1,0.3
5/12/05,47,0.1,-0.2,-0.1
5/13/05,51,0.3,0.2,-0.7
5/14/05,56,0,-0.3,-1.6
5/15/05,54,0,0,-0.2
5/16/05,42,1,1,0.9
5/17/05,43,0.6,-0.4,3.1
5/18/05,51,0.3,-0.3,-0.2
5/19/05,53,0,-0.3,-0.6
5/20/05,52,0,0,-1.2
5/21/05,52,0.3,0.3,-0.7
5/22/05,59,0,-0.3,-1.4
5/23/05,52,0,0,-0.4
5/24/05,53,0,0,-0.2
5/25/05,54,0,0,-0.6
5/26/05,60,0,0,-0.5
5/27/05,63,0,0,-0.7
5/28/05,63,0,0,-0.1
5/29/05,51,0,0,-0.2
5/30/05,55,0,0,-0.6
5/31/05,57,0,0,-0.1
6/1/05,47,0,0,-0.1
6/2/05,45,0.1,0.1,0.6
6/3/05,52,0,-0.1,-0.9
6/4/05,56,0,0,0.6
6/5/05,51,0.1,0.1,-1.3
6/6/05,40,0,-0.1,0.3
6/7/05,40,0.1,0.1,-0.5
6/8/05,42,0.1,0,-0.3
6/9/05,50,0.2,0.1,0
6/10/05,52,0,-0.2,0.4
6/11/05,52,0,0,-0.2
6/12/05,51,0,0,-0.2
6/13/05,58,0,0,-0.1
6/14/05,64,0,0,-0.1
6/15/05,62,0,0,-0.1
6/16/05,58,0,0,-0.4
6/17/05,47,0,0,0
6/18/05,49,0,0,-0.6
6/19/05,58,0.2,0.2,-0.3
6/20/05,65,0,-0.2,0.1
6/21/05,69,0,0,-0.4
6/22/05,66,0,0,0.3
6/23/05,64,0,0,-0.4
6/24/05,66,0,0,-0.2
6/25/05,61,0,0,-0.2
6/26/05,58,0,0,-0.3
6/27/05,59,0,0,-0.4
6/28/05,56,0,0,0.1
6/29/05,58,0,0,-0.7
6/30/05,65,0,0,-0.2
7/1/05,70,0,0,0
7/2/05,66,0,0,0.1
7/3/05,63,0,0,-0.4
7/4/05,67,0,0,0
7/5/05,70,0,0,-0.2
7/6/05,73,0,0,-0.1
7/7/05,71,0,0,-0.1
7/8/05,71,0,0,-0.1
7/9/05,64,0,0,-0.3
7/10/05,62,0,0,0
7/11/05,70,0,0,-0.3
7/12/05,79,0,0,0
7/13/05,76,0,0,-0.3
7/14/05,74,0,0,0.1
7/15/05,79,0,0,-0.2
7/16/05,77,0,0,0.2
7/17/05,69,0,0,0
7/18/05,75,0,0,-0.3
7/19/05,77,0,0,-0.3
7/20/05,76,0,0,0
7/21/05,76,0,0,0.3
7/22/05,72,0,0,-0.4
7/23/05,69,0,0,-0.1
7/24/05,71,0,0,0
7/25/05,67,0,0,-0.1
7/26/05,65,0,0,0
7/27/05,72,0,0,-0.1
7/28/05,74,0,0,-0.2
7/29/05,69,0,0,0
7/30/05,68,0,0,-0.1
7/31/05,71,0,0,-0.1
8/1/05,71,0,0,-0.1
8/2/05,67,0,0,0.2
8/3/05,69,0,0,-0.2
8/4/05,73,0,0,0.1
8/5/05,75,0,0,-0.2
8/6/05,76,0,0,-0.1
8/7/05,73,0,0,-0.1
8/8/05,73,0,0,0.1
8/9/05,73,0,0,0
8/10/05,71,0,0,-0.3
8/11/05,69,0,0,0.3
8/12/05,67,0,0,0.2
8/13/05,64,0,0,-0.4
8/14/05,65,0,0,0
8/15/05,69,0,0,-0.3
8/16/05,65,0,0,0.2
8/17/05,67,0,0,-0.2
8/18/05,64,0,0,-0.1
8/19/05,66,0,0,-0.1
8/20/05,71,0,0,-0.3
8/21/05,71,0,0,0
8/22/05,70,0,0,0.1
8/23/05,69,0,0,0
8/24/05,63,0,0,0
8/25/05,66,0,0,-0.2
8/26/05,69,0,0,0.3
8/27/05,69,0,0,-0.4
8/28/05,72,0,0,-0.1
8/29/05,66,0,0,0.2
8/30/05,54,0,0,0.1
8/31/05,59,0,0,-0.4
9/1/05,65,0,0,0.1
9/2/05,69,0,0,-0.2
9/3/05,66,0,0,0
9/4/05,62,0,0,0
9/5/05,62,0,0,0
9/6/05,65,0,0,-0.2
9/7/05,67,0,0,0
9/8/05,68,0,0,-0.2
9/9/05,55,0.2,0.2,0.4
9/10/05,43,0,-0.2,-0.5
9/11/05,46,0.1,0.1,-0.2
9/12/05,49,0,-0.1,0.1
9/13/05,52,0,0,-0.4
9/14/05,55,0,0,0.3
9/15/05,59,0,0,0.1
9/16/05,54,0,0,0
9/17/05,47,0,0,-0.2
9/18/05,50,0.1,0.1,-0.1
9/19/05,60,0,-0.1,0.2
9/20/05,61,0,0,0
9/21/05,58,0,0,0
9/22/05,61,0,0,-0.1
9/23/05,53,0,0,0.3
9/24/05,39,0,0,-0.2
9/25/05,45,0,0,-0.3
9/26/05,57,0,0,0.4
9/27/05,53,0.1,0.1,-0.1
9/28/05,56,0,-0.1,0.1
9/29/05,60,0.1,0.1,-0.3
9/30/05,63,0,-0.1,0
10/1/05,57,0.5,0.5,-0.1
10/2/05,40,0,-0.5,0.3
10/3/05,39,0.1,0.1,0.1
10/4/05,39,0,-0.1,-0.5
10/5/05,41,0,0,-0.2
10/6/05,49,0,0,0
10/7/05,54,0.2,0.2,0.3
10/8/05,43,0.2,0,-0.1
10/9/05,43,0,-0.2,-0.1
10/10/05,45,0,0,0.1
10/11/05,48,0,0,-0.1
10/12/05,47,0,0,0.1
10/13/05,53,0.1,0.1,0.6
10/14/05,60,0,-0.1,0
10/15/05,50,0,0,0.8
10/16/05,49,0,0,0.4
10/17/05,53,0,0,-0.2
10/18/05,56,0,0,0.5
10/19/05,52,0,0,0.2
10/20/05,47,0,0,0.2
10/21/05,51,0,0,-0.4
10/22/05,55,0,0,0.3
10/23/05,57,0,0,-0.3
10/24/05,58,0,0,0.2
10/25/05,55,0,0,0
10/26/05,47,0.1,0.1,-0.1
10/27/05,40,0.2,0.1,0.5
10/28/05,41,0.1,-0.1,-0.5
10/29/05,40,0,-0.1,0.3
10/30/05,39,0,0,0.7
10/31/05,45,0,0,0.6
11/1/05,52,0,0,1
11/2/05,46,0.3,0.3,0.3
11/3/05,36,0.6,0.3,0.1
11/4/05,37,0.2,-0.4,2.6
11/5/05,39,0,-0.2,2.9
11/6/05,46,0,0,2.7
11/7/05,47,0.4,0.4,0.5
11/8/05,37,0,-0.4,1.1
11/9/05,47,0,0,-0.4
11/10/05,51,0,0,-0.5
11/11/05,44,0,0,-0.3
11/12/05,36,0,0,-0.7
11/13/05,39,0.5,0.5,-0.6
11/14/05,39,0.2,-0.3,3.3
11/15/05,30,0,-0.2,-0.6
11/16/05,40,0.1,0.1,-1.1
11/17/05,42,0,-0.1,-1.6
11/18/05,43,0,0,-0.3
11/19/05,45,0,0,-0.2
11/20/05,45,0,0,-0.5
11/21/05,47,0,0,-0.3
11/22/05,46,0,0,-0.8
11/23/05,46,0,0,-0.3
11/24/05,46,0,0,0.3
11/25/05,38,0.6,0.6,-1.2
11/26/05,25,0.1,-0.5,2.4
11/27/05,22,0,-0.1,0.5
11/28/05,22,0.7,0.7,0.4
11/29/05,32,0.3,-0.4,-0.1
11/30/05,26,0.2,-0.1,-0.9
12/1/05,41,1,0.8,0.1
12/2/05,29,0.7,-0.3,6.1
12/3/05,23,0,-0.7,-0.4
12/4/05,24,0,0,-1.9
12/5/05,28,0,0,-0.6
12/6/05,32,0,0,-0.2
12/7/05,24,0,0,-0.1
12/8/05,28,0,0,-1.3
12/9/05,30,0,0,0.8
12/10/05,35,0,0,-0.5
12/11/05,35,0,0,-0.4
12/12/05,29,0,0,-0.2
12/13/05,22,0,0,-0.3
12/14/05,24,0,0,-0.1
12/15/05,30,0,0,-0.6
12/16/05,27,0,0,-0.9
12/17/05,25,0,0,0
12/18/05,29,0.8,0.8,-0.4
12/19/05,38,0.9,0.1,-0.2
12/20/05,42,0.1,-0.8,6.3
12/21/05,43,0.5,0.4,-0.7
12/22/05,43,1.9,1.4,2
12/23/05,42,0,-1.9,-0.2
12/24/05,45,0,0,-1
12/25/05,44,0.2,0.2,0.9
12/26/05,35,1.1,0.9,0
12/27/05,34,0.5,-0.6,0
12/28/05,39,1.4,0.9,-1.6
12/29/05,31,0.2,-1.2,2.1
12/30/05,38,1.4,1.2,-2.3
12/31/05,37,0.6,-0.8,2.5
1/1/06,33,0.2,-0.4,-0.6
1/2/06,33,0.5,0.3,-1.5
1/3/06,31,0.1,-0.4,0.2
1/4/06,34,0,-0.1,-1.6
1/5/06,41,0,0,-0.3
1/6/06,43,0.1,0.1,1.1
1/7/06,38,0.2,0.1,-1.2
1/8/06,29,0,-0.2,0.5
1/9/06,29,0,0,-0.6
1/10/06,38,0.2,0.2,1
1/11/06,37,0.9,0.7,1
1/12/06,31,0,-0.9,0.1
1/13/06,42,0.1,0.1,-0.8
1/14/06,37,0.3,0.2,-0.4
1/15/06,24,0.2,-0.1,0
1/16/06,23,0.1,-0.1,0
1/17/06,34,0,-0.1,0.3
1/18/06,30,0.6,0.6,-1.6
1/19/06,26,0.1,-0.5,1.2
1/20/06,25,0,-0.1,-1.3
1/21/06,27,0,0,-0.1
1/22/06,26,0,0,1
1/23/06,31,0,0,-0.6
1/24/06,39,0.1,0.1,-0.8
1/25/06,38,0,-0.1,0
1/26/06,32,0.2,0.2,0.8
1/27/06,28,0.3,0.1,-0.7
1/28/06,31,1,0.7,-0.5
1/29/06,33,0.3,-0.7,1.2
1/30/06,39,0.5,0.2,-0.2
1/31/06,30,0.6,0.1,1.6
2/1/06,36,1,0.4,-0.8
2/2/06,35,1.4,0.4,-0.4
2/3/06,38,0,-1.4,0.7
2/4/06,35,0.9,0.9,-0.5
2/5/06,26,0,-0.9,0.4
2/6/06,33,0,0,-0.7
2/7/06,42,0,0,-0.4
2/8/06,44,0,0,0.3
2/9/06,42,0,0,0.8
2/10/06,33,0,0,0
2/11/06,35,0,0,-0.5
2/12/06,39,0,0,-0.6
2/13/06,38,0,0,-0.3
2/14/06,29,0.1,0.1,0.2
2/15/06,18,0,-0.1,-0.1
2/16/06,17,0,0,0.1
2/17/06,20,0,0,0
2/18/06,18,0,0,0
2/19/06,17,0,0,0.3
2/20/06,22,0,0,0.1
2/21/06,28,0.1,0.1,-0.2
2/22/06,35,0,-0.1,-0.4
2/23/06,38,0,0,-0.2
2/24/06,39,0,0,0.2
2/25/06,42,0,0,-0.1
2/26/06,45,0,0,-0.2
2/27/06,44,0.2,0.2,0.1
2/28/06,36,0.3,0.1,-0.1
3/1/06,35,0,-0.3,4.8
3/2/06,37,0,0,-1.3
3/3/06,31,1,1,-0.4
3/4/06,29,0,-1,-0.2
3/5/06,39,0,0,0.2
3/6/06,37,0.5,0.5,-0.2
3/7/06,31,0,-0.5,-0.9
3/8/06,30,0.4,0.4,0.1
3/9/06,25,1.1,0.7,-0.2
3/10/06,22,0,-1.1,-0.1
3/11/06,24,0,0,0.1
3/12/06,24,0.4,0.4,0.5
3/13/06,26,0,-0.4,0
3/14/06,29,0.6,0.6,-0.4
3/15/06,29,0.5,-0.1,-0.3
3/16/06,34,0,-0.5,-0.2
3/17/06,34,0.9,0.9,0.1
3/18/06,30,0,-0.9,-0.1
3/19/06,28,0,0,0.3
3/20/06,29,0,0,-0.5
3/21/06,33,0,0,-0.2
3/22/06,36,0,0,0
3/23/06,43,0,0,0.6
3/24/06,47,0,0,0.2
3/25/06,38,0.4,0.4,0.7
3/26/06,34,0,-0.4,0.7
3/27/06,43,0,0,-0.7
3/28/06,40,0.1,0.1,0.4
3/29/06,33,0.3,0.2,0.3
3/30/06,37,0.3,0,-0.6
3/31/06,35,0.7,0.4,-0.4
4/1/06,32,0,-0.7,0.4
4/2/06,37,0,0,-0.4
4/3/06,46,0.1,0.1,0.4
4/4/06,38,1.3,1.2,2.4
4/5/06,34,1.7,0.4,2.3
4/6/06,36,0.8,-0.9,-3.1
4/7/06,43,0.2,-0.6,-0.4
4/8/06,39,0,-0.2,-1.6
4/9/06,36,0,0,0.5
4/10/06,35,0.1,0.1,-0.7
4/11/06,38,0.2,0.1,0.1
4/12/06,45,0,-0.2,0.1
4/13/06,46,0,0,1.5
4/14/06,48,0.2,0.2,0.7
4/15/06,43,0,-0.2,1.9
4/16/06,33,0.9,0.9,-1.3
4/17/06,29,0.8,-0.1,-0.7
4/18/06,34,0,-0.8,-0.5
4/19/06,42,0,0,-1.1
4/20/06,50,0,0,0.3
4/21/06,52,0,0,1.9
4/22/06,47,0,0,0.6
4/23/06,45,0.1,0.1,1.9
4/24/06,43,0,-0.1,-1.6
4/25/06,47,0,0,0
4/26/06,52,0,0,0.9
4/27/06,54,0,0,-0.6
4/28/06,55,0,0,1.3
4/29/06,57,0,0,-0.5
4/30/06,51,0,0,1.5
5/1/06,52,0,0,-2.9
5/2/06,45,0,0,-0.9
5/3/06,47,0,0,-1.4
5/4/06,46,0,0,-0.8
5/5/06,50,0,0,-0.9
5/6/06,54,0,0,-0.3
5/7/06,51,0,0,0.6
5/8/06,47,0.1,0.1,-0.9
5/9/06,46,0,-0.1,0.9
5/10/06,51,0,0,-0.1
5/11/06,59,0,0,-0.9
5/12/06,58,0,0,-0.4
5/13/06,60,0,0,-0.3
5/14/06,64,0,0,-0.6
5/15/06,66,0.2,0.2,-0.4
5/16/06,66,0,-0.2,0.1
5/17/06,67,0,0,-0.9
5/18/06,63,0,0,-0.5
5/19/06,61,0.1,0.1,-0.4
5/20/06,55,0.1,0,1
5/21/06,54,0,-0.1,-0.7
5/22/06,47,0.6,0.6,-0.6
5/23/06,50,0,-0.6,2.8
5/24/06,56,0,0,-0.2
5/25/06,55,0,0,-0.3
5/26/06,48,0,0,-0.5
5/27/06,36,0.1,0.1,-0.5
5/28/06,39,0.3,0.2,-0.3
5/29/06,45,0,-0.3,1.7
5/30/06,51,0,0,0
5/31/06,58,0,0,-0.5
6/1/06,65,0,0,-1
6/2/06,61,0,0,-0.4
6/3/06,59,0,0,-0.3
6/4/06,62,0,0,-1.1
6/5/06,64,0,0,0.2
6/6/06,71,0,0,-0.5
6/7/06,64,0,0,-0.8
6/8/06,61,0,0,-0.4
6/9/06,57,0,0,-1.7
6/10/06,57,0.2,0.2,0.1
6/11/06,63,0,-0.2,-0.8
6/12/06,63,0,0,-0.9
6/13/06,53,0,0,-0.6
6/14/06,47,0,0,
6/15/06,50,0,0,
6/16/06,60,0.2,0.2,-0.1
6/17/06,62,0,-0.2,-0.2
6/18/06,64,0,0,-0.6
6/19/06,62,0,0,0.1
6/20/06,60,0,0,0.2
6/21/06,61,0,0,-0.7
6/22/06,64,0,0,0
6/23/06,70,0,0,-0.3
6/24/06,72,0,0,-0.1
6/25/06,72,0,0,0.2
6/26/06,74,0,0,0.1
6/27/06,74,0,0,-0.3
6/28/06,69,0,0,-0.1
6/29/06,65,0,0,-0.1
6/30/06,67,0,0,-0.1
7/1/06,68,0,0,0.1
7/2/06,71,0,0,0
7/3/06,70,0,0,0
7/4/06,71,0,0,0.1
7/5/06,67,0,0,-0.3
7/6/06,66,0,0,0.2
7/7/06,68,0,0,-0.2
7/8/06,69,0,0,-0.1
7/9/06,69,0,0,0
7/10/06,71,0,0,0.1
7/11/06,71,0,0,-0.2
7/12/06,68,0,0,0.1
7/13/06,68,0,0,-0.1
7/14/06,74,0,0,0.1
7/15/06,75,0,0,0
7/16/06,76,0,0,0.2
7/17/06,76,0.1,0.1,0
7/18/06,76,0,-0.1,-0.4
7/19/06,76,0,0,0.3
7/20/06,78,0,0,-0.2
7/21/06,80,0,0,-0.1
7/22/06,78,0,0,0.3
7/23/06,76,0,0,-0.2
7/24/06,75,0,0,-0.1
7/25/06,76,0,0,0.1
7/26/06,77,0,0,0
7/27/06,78,0,0,0
7/28/06,76,0,0,0
7/29/06,72,0,0,-0.2
7/30/06,67,0,0,0.2
7/31/06,61,0,0,-0.4
8/1/06,62,0,0,0
8/2/06,65,0,0,0
8/3/06,69,0,0,-0.1
8/4/06,71,0,0,0
8/5/06,68,0,0,0.2
8/6/06,71,0,0,-0.2
8/7/06,72,0,0,-0.3
8/8/06,65,0,0,0.2
8/9/06,63,0,0,-0.1
8/10/06,69,0,0,-0.1
8/11/06,65,0,0,0.1
8/12/06,63,0,0,-0.2
8/13/06,65,0,0,0.1
8/14/06,71,0,0,0
8/15/06,68,0,0,0.1
8/16/06,64,0,0,-0.1
8/17/06,61,0,0,-0.2
8/18/06,64,0,0,0.1
8/19/06,69,0,0,-0.1
8/20/06,72,0,0,0
8/21/06,73,0,0,0
8/22/06,70,0,0,-0.1
8/23/06,68,0,0,0
8/24/06,62,0,0,0.1
8/25/06,59,0,0,-0.1
8/26/06,60,0,0,-0.3
8/27/06,65,0,0,0.1
8/28/06,72,0,0,0
8/29/06,69,0,0,0
8/30/06,59,0,0,-0.3
8/31/06,55,0,0,0.2
9/1/06,63,0,0,-0.2
9/2/06,70,0,0,-0.2
9/3/06,71,0,0,0
9/4/06,71,0,0,0.5
9/5/06,71,0,0,-0.3
9/6/06,68,0,0,0
9/7/06,65,0,0,0
9/8/06,65,0,0,0.1
9/9/06,64,0,0,-0.1
9/10/06,64,0,0,-0.1
9/11/06,67,0,0,0.1
9/12/06,70,0,0,-0.3
9/13/06,70,0,0,0.3
9/14/06,53,0,0,-0.3
9/15/06,40,0,0,0
9/16/06,41,0,0,-0.2
9/17/06,49,0,0,-0.3
9/18/06,58,0,0,0.1
9/19/06,52,0,0,0.1
9/20/06,46,0,0,-0.2
9/21/06,48,0,0,0
9/22/06,43,0,0,0.1
9/23/06,47,0,0,-0.1
9/24/06,52,0,0,-0.2
9/25/06,56,0,0,0.2
9/26/06,59,0,0,0
9/27/06,61,0,0,-0.1
9/28/06,63,0,0,0.1
9/29/06,63,0,0,0.1
9/30/06,62,0,0,-0.1
10/1/06,60,0,0,0.1
10/2/06,52,0,0,0
10/3/06,55,0,0,0
10/4/06,55,0,0,-0.1
10/5/06,55,0,0,0
10/6/06,51,0.1,0.1,0.2
10/7/06,46,0,-0.1,0
10/8/06,49,0,0,-0.4
10/9/06,45,0,0,0.1
10/10/06,44,0,0,-0.2
10/11/06,49,0,0,0.1
10/12/06,53,0,0,0
10/13/06,56,0,0,0
10/14/06,57,0,0,-0.1
10/15/06,53,0.4,0.4,0.2
10/16/06,40,0.4,0,-0.1
10/17/06,38,0,-0.4,0
10/18/06,41,0,0,-0.2
10/19/06,48,0,0,0
10/20/06,46,0,0,0.4
10/21/06,41,0,0,0.2
10/22/06,47,0,0,-0.1
10/23/06,52,0,0,0.2
10/24/06,49,0,0,0.5
10/25/06,35,0,0,0
10/26/06,38,0,0,-0.1
10/27/06,47,0,0,-0.2
10/28/06,50,0,0,0.2
10/29/06,50,0,0,0.3
10/30/06,36,0,0,-0.2
10/31/06,34,0,0,0.1
11/1/06,37,0,0,-0.1
11/2/06,41,0.3,0.3,0.1
11/3/06,41,0.1,-0.2,-0.1
11/4/06,43,0.1,0,0.7
11/5/06,45,0,-0.1,-0.2
11/6/06,49,0,0,1.2
11/7/06,55,0,0,0.8
11/8/06,45,0.4,0.4,1
11/9/06,32,0.2,-0.2,6.3
11/10/06,34,0,-0.2,0.5
11/11/06,34,0.6,0.6,-0.2
11/12/06,30,0.2,-0.4,-0.3
11/13/06,38,1.1,0.9,-0.2
11/14/06,34,0,-1.1,2.8
11/15/06,39,0.1,0.1,1.4
11/16/06,44,0.1,0,-0.7
11/17/06,42,0,-0.1,1.8
11/18/06,44,0,0,-0.3
11/19/06,46,0,0,0
11/20/06,51,0,0,0
11/21/06,48,0,0,0.4
11/22/06,44,0,0,-1
11/23/06,30,0.3,0.3,-0.2
11/24/06,30,0,-0.3,-0.4
11/25/06,32,0,0,-0.4
11/26/06,30,0.5,0.5,-0.4
11/27/06,25,0.5,0,-0.9
11/28/06,17,0.3,-0.2,0.6
11/29/06,12,0,-0.3,0.1
11/30/06,21,0,0,-0.6
12/1/06,27,0,0,0.2
12/2/06,20,0,0,0
12/3/06,27,0,0,0.1
12/4/06,33,0,0,-0.3
12/5/06,37,0,0,0
12/6/06,42,0.1,0.1,0
12/7/06,43,0,-0.1,0
12/8/06,43,0,0,0.1
12/9/06,38,0,0,-0.2
12/10/06,33,0.7,0.7,0.3
12/11/06,30,0.1,-0.6,0
12/12/06,36,0.5,0.4,-0.4
12/13/06,40,1,0.5,0.3
12/14/06,45,0,-1,6.4
12/15/06,32,0.1,0.1,-1.6
12/16/06,21,0,-0.1,-1.6
12/17/06,23,0,0,-1
12/18/06,25,0,0,-0.6
12/19/06,28,0,0,-1.1
12/20/06,28,0,0,-0.7
12/21/06,28,0.7,0.7,-0.5
12/22/06,27,0,-0.7,-0.6
12/23/06,27,0,0,-0.7
12/24/06,33,0,0,0.4
12/25/06,41,0,0,-0.3
12/26/06,44,0,0,0.4
12/27/06,31,0.4,0.4,-0.1
12/28/06,22,0,-0.4,0.6
12/29/06,25,0,0,0.3
12/30/06,29,0,0,-0.3
12/31/06,29,0,0,-0.2
1/1/07,31,0,0,0
1/2/07,32,0,0,-0.8
1/3/07,41,0.4,0.4,0.3
1/4/07,29,0.3,-0.1,-0.5
1/5/07,18,0.2,-0.1,1.6
1/6/07,24,0.1,-0.1,-0.1
1/7/07,31,0.1,0,-0.4
1/8/07,37,0,-0.1,0.7
1/9/07,36,0,0,-0.2
1/10/07,35,0.1,0.1,-0.1
1/11/07,16,0,-0.1,-0.1
1/12/07,9,0,0,0.1
1/13/07,11,0,0,-1
1/14/07,15,0,0,0.2
1/15/07,17,0,0,-0.4
1/16/07,25,0,0,-0.5
1/17/07,23,0,0,0.3
1/18/07,25,0,0,-0.4
1/19/07,31,0,0,-0.4
1/20/07,28,0,0,-0.6
1/21/07,24,0,0,0.6
1/22/07,26,0,0,-0.8
1/23/07,33,0,0,0.3
1/24/07,40,0,0,-0.5
1/25/07,41,0,0,-0.5
1/26/07,42,0,0,0.6
1/27/07,36,0,0,-0.6
1/28/07,35,0,0,0
1/29/07,35,0,0,-0.3
1/30/07,33,0,0,0
1/31/07,29,0,0,0
2/1/07,28,0,0,0.2
2/2/07,28,0,0,-0.4
2/3/07,38,0,0,-0.1
2/4/07,44,0,0,0.2
2/5/07,47,0,0,-0.1
2/6/07,45,0,0,0.1
2/7/07,44,0,0,-0.1
2/8/07,39,0.3,0.3,-0.6
2/9/07,38,0.1,-0.2,-0.1
2/10/07,37,0.3,0.2,4.1
2/11/07,35,0.7,0.4,4
2/12/07,32,0,-0.7,1
2/13/07,33,0,0,-1.1
2/14/07,33,0,0,0.3
2/15/07,38,0.6,0.6,-0.4
2/16/07,41,0,-0.6,0
2/17/07,40,0,0,2.3
2/18/07,38,0,0,-0.2
2/19/07,28,0,0,-0.1
2/20/07,36,0,0,-1.1
2/21/07,40,0,0,-1
